"id","frame","x [px]","y [px]","sigma [px]","intensity [ADU]","offset [ADU]","bkgstd [ADU]","uncertainty_xy [px]"
1363,234,16.94898,44.39567,2.20599,55899.70873,882.79024,168.4983,0.08897
1364,234,27.53236,24.48686,1.06191,11778.16369,969.6731,359.02405,0.20096
1365,234,29.62577,30.66236,1.35758,36269.41046,938.9286,204.64578,0.0632
1366,234,47.06793,25.84919,1.43612,45479.86003,921.76347,263.08062,0.0699
1367,234,54.17182,27.97447,1.18753,10420.33743,1004.24223,312.68168,0.24673
1368,235,18.37965,41.62319,1.36359,17915.37837,851.22624,178.06412,0.11392
1369,235,18.42013,41.35708,1.3747,21064.87006,827.88894,179.77913,0.09932
1370,235,19.16273,21.60292,1.57231,39739.21909,820.00629,125.40436,0.05118
1371,235,29.83619,30.6734,1.40778,5661.17761,754.74122,93.74847,0.22768
1372,235,42.63548,25.66659,1.28916,16248.19094,858.16678,147.15135,0.09635
1373,235,53.8455,27.75199,1.36699,68336.47395,1058.88854,307.80785,0.04887
1374,236,18.52666,41.32837,1.30106,51078.44081,896.25929,123.05863,0.02776
1375,236,23.93079,23.23838,1.59817,32399.88668,853.18196,162.49492,0.07943
1376,236,25.24424,33.63691,1.35561,49792.80903,879.62058,133.85829,0.03271
1377,236,54.96181,28.10671,1.90054,88573.50941,936.27354,544.21119,0.1204
1378,237,18.48692,41.38194,1.29096,49431.82999,832.30901,116.27177,0.02709
1379,237,47.63566,26.04606,1.10083,8910.54239,866.40234,269.35272,0.2187
1380,237,53.75908,27.76593,1.22397,22003.84558,1001.0671,315.17321,0.12486
1381,238,7.90055,16.06103,3.02037,59767.20259,856.45863,253.90651,0.21983
1382,238,13.93568,18.92528,2.40814,60678.48085,1038.5777,364.895,0.19235
1383,238,18.81822,39.90655,1.90652,77152.78131,838.77914,300.79373,0.08043
1384,238,26.9836,25.12472,1.33447,49138.7339,977.55632,263.01698,0.0563
1385,238,35.47593,8.10844,2.67406,27022.82402,840.65742,97.54459,0.1725
1386,238,47.59611,25.92012,1.26785,47411.25337,872.36234,138.25606,0.03107
1387,238,57.51376,30.46752,2.1912,45512.18245,857.63923,263.79722,0.15866
1388,239,11.21846,17.43101,1.96553,32394.42175,820.69287,99.37071,0.08032
1389,239,18.56889,39.93719,1.55727,39908.35942,893.82924,114.20262,0.0466
1390,239,26.92683,25.5244,1.4077,88030.31039,1145.29916,309.79124,0.04046
1391,239,33.676,24.46246,1.3065,28087.43641,1059.86662,276.54852,0.09851
1392,240,11.29273,17.3031,1.56026,17133.06863,860.40089,99.80955,0.09693
1393,240,17.96109,41.16272,1.59914,39878.73246,1045.97951,258.00896,0.09619
1394,240,25.06779,24.98536,3.33644,164428.96181,856.47487,757.03659,0.26933
1395,240,22.24088,34.31641,1.35926,53842.99122,1206.58939,312.15836,0.06201
1396,240,26.68221,25.73544,1.21159,47988.14674,1500.89868,633.36138,0.10776
1397,240,34.04135,24.49733,1.44906,57287.14367,1041.17707,262.63282,0.05648
1398,240,44.71365,25.33718,1.21749,47969.59565,884.09788,141.22742,0.02899
1399,241,19.82314,21.93475,2.92812,70281.56284,770.68971,349.63344,0.23488
1400,241,17.70329,41.70288,1.70119,36871.82595,856.15959,133.39631,0.06718
1401,241,20.36182,21.96726,2.75703,67944.73951,751.7039,345.41001,0.21331
1402,241,33.8395,24.37548,1.16555,7075.83582,781.37721,94.91643,0.12896
1403,241,45.31924,25.28655,1.40505,41553.05916,821.95558,122.11329,0.03885
1404,242,17.55432,42.00602,1.62202,20379.28945,803.4539,115.774,0.09849
1405,242,28.40716,24.35545,1.4893,91122.77282,1121.05163,300.82084,0.0424
1406,242,28.8995,28.91744,2.84805,67401.72585,758.07635,346.29924,0.22981
1407,242,39.52954,24.784,1.78071,30846.89705,855.45433,249.81403,0.1486
1408,243,15.42798,51.53889,4.9806,111189.63532,561.71169,115.54238,0.16449
1409,243,17.61632,42.03134,1.66587,61727.90244,1036.01055,153.58679,0.04353
1410,243,23.6794,35.01751,1.08871,9652.28108,1115.61151,386.88873,0.2751
1411,243,27.87125,24.43617,1.19991,29234.46964,1257.32382,525.08106,0.14529
1412,243,29.29751,30.91225,1.21015,24921.2784,1191.30303,337.5428,0.1149
1413,243,35.65879,24.58526,1.95492,138234.34154,948.47984,691.93574,0.10248
1414,243,47.38373,25.73179,1.2557,52304.56296,1323.87086,719.77027,0.11953
1415,243,52.31448,27.23766,1.0899,29740.23032,1547.85284,909.49981,0.2015
1416,244,19.75933,21.84063,2.04212,36287.99158,930.25498,195.29221,0.13314
1417,244,23.25555,35.09976,1.40722,40140.29029,992.25696,250.45333,0.07288
1418,244,28.59549,24.77574,1.73865,72192.35922,1106.24318,323.58962,0.07675
1419,244,33.05471,18.1235,2.17681,26030.64499,852.09775,175.44802,0.19161
1420,244,39.06735,24.76013,2.29616,110861.47475,969.44331,904.58982,0.22653
1421,244,39.58612,24.79186,2.35892,128002.95457,717.28821,861.57384,0.19741
1422,245,18.72442,21.60128,1.50566,13388.74442,762.98475,100.13309,0.11582
1423,245,29.34712,24.26195,1.40183,7807.26541,775.00559,129.65377,0.21107
1424,245,31.73536,24.79647,2.15198,11338.64419,724.67304,132.24707,0.33924
1425,245,42.67914,24.9092,1.42176,8602.27065,778.46352,119.34052,0.18432
1426,245,50.43491,26.17871,1.42775,33996.29388,842.92204,139.7172,0.05409
1427,245,56.82963,28.85636,1.01809,9599.9423,846.08629,182.94022,0.12532
1428,246,14.79473,54.38413,1.24427,16088.85665,721.3428,95.72629,0.06525
1429,246,20.95726,38.15085,1.39481,39942.4986,784.72513,103.91454,0.03534
1430,246,24.35904,23.34065,1.37448,39528.21444,1016.25619,209.85552,0.06071
1431,246,33.21479,17.56567,2.40693,47446.80885,932.73343,239.45478,0.16794
1432,246,42.75808,24.95891,1.19546,48967.94459,1082.30519,421.20451,0.07024
1433,246,49.82958,26.15967,1.68237,82502.80667,971.58892,314.86636,0.06155
1434,247,18.07746,41.89248,1.32716,21092.23331,751.89309,109.925,0.06255
1435,247,24.19518,23.35008,1.38897,16628.06034,768.94734,100.33016,0.08037
1436,247,36.17553,7.17212,5.94888,212751.96015,380.28797,136.63323,0.1403
1437,247,36.89871,7.16813,4.03151,67772.12406,710.67811,129.48467,0.19379
1438,247,42.62087,25.01928,1.24433,24978.73235,756.06312,97.23106,0.04297
1439,248,16.74946,45.75315,1.77088,12163.7593,1083.26768,175.96727,0.27411
1440,248,14.91037,56.60234,1.49851,11457.71769,1004.14295,149.13646,0.18348
1441,248,20.53993,38.1951,1.82508,58461.45692,930.19891,287.0528,0.09336
1442,248,31.82269,28.93063,1.35875,26978.15091,865.97568,122.08687,0.05563
1443,248,34.83216,15.99592,1.67492,23197.30409,871.65337,114.23437,0.09121
1444,248,43.55789,25.17341,1.87874,66946.98087,848.67481,466.0386,0.13455
1445,248,55.3975,28.72694,1.3779,20294.5791,832.52736,112.71616,0.07105
1446,249,15.43911,48.98995,1.27517,31822.19303,960.37139,179.91061,0.05733
1447,249,20.18719,38.59889,2.24938,190149.896,914.40036,963.59956,0.1349
1448,249,27.72824,23.54738,1.29016,27639.07999,848.54737,114.48205,0.04696
1449,250,19.06529,39.22885,1.72515,45212.98449,807.71653,124.46394,0.05349
1450,250,28.43387,24.25476,1.50471,49717.10542,938.93211,267.21953,0.07092
1451,250,42.36702,25.04797,1.23744,22294.57866,782.54714,107.763,0.05123
1452,250,56.25946,28.83954,1.4446,32212.00012,931.80464,241.32913,0.09227
1453,251,18.70692,21.77019,2.0792,7081.07686,711.04778,91.10131,0.37919
1454,251,20.01937,39.19191,1.35428,51720.42502,808.06128,135.8436,0.03183
1455,251,34.93438,14.99905,2.12172,6914.24797,710.88938,94.66218,0.41579
1456,251,42.41147,24.98548,1.24922,24817.02764,748.39013,106.61404,0.04659
1457,251,57.03816,28.76058,1.25304,21022.81639,764.71262,107.40801,0.0554
1458,252,20.29895,39.59464,1.32602,7476.35181,735.56787,94.83003,0.15551
1459,252,28.37868,23.2901,1.39671,11149.97772,805.7086,138.18657,0.15483
1460,252,36.91461,24.86615,2.39286,95085.62948,799.81527,645.95734,0.20728
1461,252,42.13162,25.11078,1.38194,92312.15685,1050.42716,351.61626,0.04175
1462,252,57.50049,28.78801,1.22673,6526.95111,742.26421,98.24638,0.15776
1463,253,16.79005,44.5868,1.31376,46368.43725,873.71524,123.38554,0.03109
1464,253,14.85534,57.11191,4.62421,59853.06656,633.45728,109.17416,0.25146
1465,253,23.43334,31.88899,1.13254,26118.15576,1011.18049,337.40412,0.09679
1466,253,23.46183,31.81042,1.19596,29157.20712,968.54837,286.4389,0.08289
1467,253,27.89358,23.45327,1.26226,32060.95791,895.31553,136.64991,0.04469
1468,253,34.1352,25.20792,1.3375,13802.81328,883.42927,238.82112,0.18343
1469,253,49.99053,26.0637,1.47857,15070.85645,742.75942,100.2715,0.09964
1470,254,14.86919,55.9132,1.35508,23140.07749,869.88096,136.68612,0.07033
1471,254,17.36356,42.60405,1.5812,21829.5326,952.33188,212.10702,0.14435
1472,254,20.70939,36.12953,1.19865,23137.57436,884.55094,173.54771,0.06787
1473,254,33.55299,25.92219,1.34884,8502.30394,746.77533,112.88889,0.16149
1474,254,49.82518,26.64404,1.72227,14869.35922,718.08225,96.69714,0.1316
1475,255,4.78976,12.14185,2.11306,15423.90393,757.53333,99.73775,0.19311
1476,255,15.42058,51.19139,3.12379,58582.41546,858.66046,290.00366,0.27004
1477,255,15.2108,58.67015,1.5151,42064.69124,943.02073,291.81932,0.09177
1478,255,20.27031,39.13532,2.20938,68566.40239,957.65208,512.51292,0.19724
1479,255,22.65513,34.75866,2.41653,48743.68699,783.58222,367.75017,0.24273
1480,255,33.81015,25.96702,1.36426,26092.49751,857.71601,143.32225,0.06573
1481,255,42.67572,25.74939,1.40917,27540.02536,834.91337,123.3218,0.05884
1482,256,15.14411,57.93914,1.1968,8128.72007,749.02786,97.32127,0.12034
1483,256,18.11468,42.05023,1.08042,17823.32052,1168.36388,832.27191,0.30352
1484,256,21.42341,36.16142,1.50656,101744.49111,1163.03585,361.44051,0.04582
1485,256,31.70075,25.05157,2.24321,85493.26061,799.63185,420.08025,0.13538
1486,256,35.763,7.82516,2.31096,28055.27481,872.0594,110.63361,0.1375
1487,256,49.96398,26.51262,1.25216,32660.97652,781.8958,106.12301,0.03572
1488,257,11.58769,17.59908,1.70577,17103.06096,794.7569,95.81555,0.11172
1489,257,15.02806,50.46099,1.30117,45972.40891,891.16845,125.58812,0.03121
1490,257,21.08196,37.24315,2.68438,144644.99218,818.98431,789.72155,0.2073
1491,257,21.59827,35.64218,2.40551,126550.45166,771.70069,726.64487,0.17617
1492,257,27.7363,22.65237,1.49531,30156.81289,1114.79133,393.67707,0.16375
1493,257,33.66819,25.83156,1.21243,26778.87504,1107.09329,447.01076,0.13907
1494,258,12.58072,17.80436,1.91501,18245.48035,803.7968,98.6815,0.13392
1495,258,15.11366,50.41109,1.31763,20882.57529,816.43222,93.48788,0.05529
1496,258,20.60442,37.36319,1.48608,95881.594,1117.42133,306.86605,0.04087
1497,258,26.58184,22.81769,1.98421,87726.6309,1135.97114,633.74739,0.15275
1498,258,30.55887,29.7821,1.35232,6056.3966,886.39258,161.57735,0.30411
1499,258,47.6766,25.37484,1.27263,17523.3023,799.01214,109.56022,0.0692
1500,259,14.90497,53.19502,2.24332,78456.22051,793.50971,477.83396,0.16634
1501,259,14.96815,57.3013,1.28277,35280.33326,1383.94686,768.99226,0.1965
1502,259,20.45425,36.70314,1.35778,36206.44995,1214.82307,428.85706,0.1228
1503,259,25.13576,33.50062,0.92802,9455.78606,1463.71189,731.45622,0.38155
1504,259,30.69507,30.0649,1.2333,36472.56052,1231.01002,380.21464,0.09088
1505,259,31.92586,24.20677,0.9798,11020.27954,1495.618,626.88485,0.31204
1506,259,32.51715,17.98216,1.4007,32745.88541,1053.08707,253.0105,0.08922
1507,259,37.46116,24.73006,1.18828,34381.62114,1197.94002,396.41888,0.09337
1508,260,15.03678,57.77429,1.29459,42104.96183,933.66329,328.65687,0.0756
1509,260,18.45358,41.26879,1.32139,77001.93009,927.46795,164.87176,0.02406
1510,260,25.58709,28.00385,1.24485,9699.70989,770.29597,100.8136,0.1117
1511,260,34.97299,9.26522,2.41078,25466.58596,754.14487,108.02059,0.1614
1512,260,37.56679,24.80909,1.34046,35348.38901,824.19941,116.25257,0.04014
1513,260,46.98097,25.78499,1.27007,28509.35954,910.55392,226.26828,0.07711
1514,260,58.33424,29.25402,1.17281,16092.53055,874.98782,177.31278,0.09503
1515,261,11.67628,17.53722,1.56648,24399.39573,858.58542,127.54775,0.0832
1516,261,14.90855,56.31138,1.4879,71633.47231,931.09468,219.17317,0.04073
1517,261,18.15645,41.72394,1.46502,49542.77729,1088.03591,505.27685,0.12108
1518,261,18.19168,41.67515,1.41152,49409.53944,1062.3359,495.94151,0.11109
1519,261,37.58197,24.72862,1.36009,22846.99389,784.58647,118.4156,0.06409
1520,261,56.38614,28.84875,2.18514,85638.71451,763.77417,443.13169,0.13492
1521,262,11.86562,17.6732,1.86322,11184.458,749.63496,101.72695,0.21118
1522,262,14.70449,53.16048,1.40792,4581.98096,707.25325,84.37704,0.25998
1523,262,17.12091,42.97294,1.78431,11036.2719,768.67489,96.70188,0.18937
1524,262,22.58254,22.85443,1.52767,37969.83037,849.64191,116.97379,0.04804
1525,262,23.33477,31.93807,1.23271,51480.81369,877.21837,130.27853,0.02605
1526,262,38.85044,24.91961,1.46823,56316.00777,941.07617,364.42037,0.07905
1527,262,58.62453,29.35789,1.35155,56147.2276,805.9147,113.44848,0.02561
1528,263,11.27365,17.5306,2.00851,38957.2821,872.27161,143.99729,0.09316
1529,263,14.85691,53.60264,1.37296,21549.72934,777.36817,129.8872,0.07427
1530,263,16.94991,44.50424,1.20136,16901.8605,927.92561,301.12715,0.15045
1531,263,20.94848,37.47545,1.224,38523.91566,1382.31322,905.71097,0.19276
1532,263,23.50761,31.63136,1.15515,67594.581,1488.14153,600.50601,0.06656
1533,263,25.68751,23.71069,1.26921,19885.71018,1051.5194,182.08086,0.09138
1534,263,26.34462,31.26666,2.50652,87209.25275,1020.27863,755.93117,0.28783
1535,263,35.86579,24.61818,2.22307,97190.45028,1021.28412,751.33916,0.20275
1536,263,36.41927,24.68638,2.53338,125836.26398,793.22925,739.59838,0.19956
1537,263,50.78789,26.63802,1.32519,56045.91985,878.09089,156.18645,0.03153
1538,264,13.94571,19.27862,3.92181,77353.33644,686.18425,272.53355,0.30377
1539,264,15.94096,46.25928,1.30321,32061.39905,776.80549,104.47445,0.0387
1540,264,17.42726,20.98322,1.48731,27702.12842,920.93949,201.18197,0.09677
1541,264,23.24777,31.96483,1.22891,6869.6307,747.9591,88.794,0.13957
1542,264,42.58326,25.01541,1.42529,30531.78457,787.45298,150.89051,0.06374
1543,265,11.3317,17.4095,1.78378,63760.03969,971.23381,168.35113,0.05177
1544,265,14.79889,52.49897,3.92961,59748.94535,796.30541,147.70824,0.23245
1545,265,16.66203,45.47793,2.42964,40024.3325,852.32949,160.90238,0.14403
1546,265,23.30605,31.97779,1.22396,50176.02705,912.02174,163.13609,0.03138
1547,265,27.22606,31.488,2.32877,20508.88801,786.37461,167.51102,0.26671
1548,265,33.98055,16.74714,1.75671,30654.09599,827.75251,130.10106,0.08404
1549,265,37.77741,24.57549,1.18107,12507.37112,848.83707,127.00534,0.0941
1550,265,50.93844,26.75816,1.27342,44771.21102,791.81503,123.67714,0.03042
1551,266,11.6031,17.51163,1.67631,34602.16202,916.41737,140.63468,0.07252
1552,266,15.36885,49.36434,1.31002,47343.88573,1002.30919,197.74277,0.04413
1553,266,18.35111,21.41334,1.34502,7154.4208,977.48237,188.39994,0.29039
1554,266,23.35702,32.04393,1.21116,47513.99572,1169.13564,370.47452,0.06593
1555,266,28.18374,22.33872,1.25506,43501.6041,1040.41338,142.3508,0.03391
1556,266,27.25779,31.14293,2.82481,75346.78971,828.94523,497.8233,0.28348
1557,266,38.29964,24.96183,1.52848,82179.00159,1071.63891,222.82784,0.03798
1558,266,45.7148,25.24977,1.21264,34809.54469,1121.24242,373.82688,0.09079
1559,267,15.52843,50.18368,3.7675,49113.97006,772.43195,131.14572,0.2359
1560,267,21.62683,22.20512,2.93057,15747.3272,729.31097,113.48553,0.3973
1561,267,23.37052,32.00489,1.14821,23856.90405,982.05566,275.42902,0.09052
1562,267,23.39323,32.01581,1.07033,21473.02443,1036.65243,296.97211,0.09433
1563,267,28.20854,22.47294,1.19315,7039.08625,868.43394,116.1815,0.15805
1564,267,39.32291,25.14847,2.1375,115342.4252,912.98284,516.71505,0.11086
1565,268,16.22793,47.68229,2.4134,41747.90058,838.87287,152.45223,0.13037
1566,268,18.07472,21.16849,1.56941,38804.34645,879.15843,119.16702,0.05019
1567,268,20.75527,35.96016,1.37064,38498.28831,879.92332,125.43862,0.04079
1568,268,29.56155,24.10773,2.53404,66988.50715,814.60365,468.06585,0.2428
1569,268,32.69416,24.24378,1.20999,27675.17923,1112.15536,467.12767,0.13969
1570,268,42.6356,25.60161,1.40128,43960.92404,858.51399,136.64443,0.0399
1571,268,56.68546,29.85318,1.57764,8773.34752,738.65206,98.23856,0.18981
1572,269,12.10162,17.44472,1.90244,35082.10854,851.40942,126.78527,0.08403
1573,269,14.83418,56.81233,1.39645,64294.7637,948.65739,185.13994,0.03489
1574,269,22.60445,33.52548,2.01651,147869.24842,1215.65347,830.97615,0.12133
1575,269,32.841,24.2565,1.32636,48865.07262,1115.59922,390.94205,0.07998
1576,269,32.81525,24.29395,1.20997,44251.67548,1162.0455,376.41716,0.07166
1577,269,45.98525,25.50967,1.27573,49038.79193,821.97733,137.98519,0.03037
1578,269,58.91075,29.66691,1.25695,21892.93524,770.70924,113.72866,0.05591
1579,270,12.32326,17.45765,1.48586,13338.5139,872.56876,103.2462,0.11601
1580,270,14.76239,52.17613,2.14134,82835.12323,764.43609,611.01304,0.18138
1581,270,14.84462,56.63251,1.31892,54747.91655,1160.35133,598.96687,0.10526
1582,270,25.33742,31.9262,2.33269,75806.71871,793.88191,417.62914,0.16393
1583,270,25.40769,31.91942,2.35847,76362.22421,802.72747,419.54782,0.167
1584,270,28.24357,22.31891,1.28,45314.93876,918.19419,144.10318,0.03412
1585,270,46.48971,25.63095,2.17771,33894.41882,750.74015,183.84946,0.15343
1586,271,14.94076,50.88878,1.25714,46969.31965,793.47412,135.47312,0.03039
1587,271,28.3349,22.24079,1.33876,42796.84605,1424.91766,581.15964,0.13456
1588,271,28.22772,31.25832,1.41733,30104.74142,966.25648,227.16571,0.09026
1589,271,34.8297,10.55678,1.89975,25684.90915,977.64556,162.80109,0.13983
1590,271,46.43821,25.27818,1.51018,47535.09198,883.13901,154.66336,0.04695
1591,272,14.69154,54.62385,1.39313,77837.81275,833.49505,173.17008,0.02731
1592,272,28.28786,22.32623,1.29588,47884.55974,856.44187,131.62293,0.03085
1593,272,46.19141,25.66287,2.34929,103628.74125,853.66895,476.54758,0.13763
1594,273,14.97533,56.1686,1.33509,3994.66242,689.68529,91.02109,0.28478
1595,273,16.4554,20.10656,1.3956,6175.07284,784.49887,92.64724,0.20361
1596,273,18.73949,39.53133,1.3408,10548.55546,777.45236,133.00775,0.14677
1597,273,23.32788,31.95846,1.22754,29585.09327,854.81488,138.18382,0.04632
1598,273,28.32457,23.99074,1.30526,45212.44426,982.57651,225.71694,0.05133
1599,273,35.15072,24.31598,1.24938,29659.70915,947.43749,219.70663,0.07008
1600,273,45.41596,25.28879,1.42734,26762.79922,835.26853,99.46083,0.05272
1601,273,58.33687,29.77442,1.43223,27805.84177,808.03705,126.29529,0.06123
1602,274,15.18833,58.71174,1.37953,10827.89684,751.86594,104.38396,0.12485
1603,274,15.82692,49.29988,3.88398,52701.0041,608.2168,101.59502,0.19117
1604,274,19.32071,21.73773,1.32463,3846.43026,728.51963,91.52075,0.2925
1605,274,20.0752,37.32417,1.50125,12632.54967,764.46041,112.58703,0.13343
1606,274,38.28404,24.92472,1.49344,65387.45208,1025.89884,322.65532,0.06304
1607,274,51.84612,26.98339,1.84102,29721.06714,895.33518,225.49159,0.15032
1608,274,58.42756,29.40678,1.18402,29201.1103,928.92415,257.89256,0.074
1609,275,6.42037,16.41563,1.71908,23143.69702,818.65445,107.18401,0.09152
1610,275,23.31679,31.94207,1.22985,51155.1222,916.35738,172.71728,0.03253
1611,275,26.38326,23.73317,1.86108,76370.51736,890.81436,293.67856,0.07589
1612,275,34.70713,9.75198,1.97074,16398.28096,864.03948,121.99514,0.18546
1613,275,51.29414,26.76622,1.23663,21742.4523,748.83205,113.33951,0.05447
1614,276,6.89006,16.4814,2.39878,20312.65844,802.25794,124.6054,0.22384
1615,276,15.62035,51.2429,5.14646,134690.97407,449.30732,111.19195,0.14083
1616,276,19.96614,21.93749,1.57136,22478.22279,906.66287,143.43069,0.0997
1617,276,19.93403,37.46006,1.20138,14961.44782,936.80718,280.0069,0.15913
1618,276,26.10876,32.81462,1.38199,45866.3002,920.99491,154.87083,0.04118
1619,276,39.55405,24.7462,1.21573,48558.66006,943.34576,153.58158,0.0305
1620,276,48.35979,25.67593,1.59215,87297.82535,974.1643,230.94165,0.03988
1621,277,19.2686,22.20314,1.21498,2854.44801,717.89612,99.69508,0.35654
1622,277,20.47763,38.37652,1.26097,4124.6168,718.49646,94.41827,0.25442
1623,277,33.37826,26.51519,1.20305,7347.97387,742.29451,96.07306,0.133
1624,277,48.90687,25.80074,1.46119,68016.74625,850.31503,153.39706,0.0309
1625,278,17.62565,20.76321,1.55275,13452.2522,768.14361,85.86483,0.10916
1626,278,20.56328,36.65536,1.37874,28846.28488,778.26684,118.42549,0.05231
1627,278,33.43254,26.50478,1.38382,9482.01059,788.68746,124.17271,0.16399
1628,278,34.86621,12.18216,2.07256,13000.06793,792.44239,100.08711,0.22097
1629,278,39.83362,24.69284,1.15446,5551.35975,829.62973,118.84836,0.19149
1630,278,49.10959,25.62238,1.47656,47230.42721,830.20026,114.22568,0.0358
1631,279,17.60724,21.02945,1.5823,21410.74314,833.28658,118.28298,0.09096
1632,279,17.17509,44.14653,1.27013,12441.49784,757.94793,107.64711,0.09532
1633,279,26.30182,26.94419,1.20896,40370.12347,1186.71992,555.40775,0.1126
1634,279,26.52918,31.26055,2.30275,93550.63349,794.97381,628.20798,0.19024
1635,279,33.567,17.24977,1.23963,24779.03314,1068.34395,238.52089,0.08864
1636,279,36.40856,24.57511,1.42594,48834.35287,992.82006,161.7247,0.04253
1637,279,46.99325,25.78512,1.20616,46233.11469,904.84271,170.9572,0.03435
1638,279,50.68415,26.63264,2.69214,42728.36137,722.18753,341.72533,0.32019
1639,280,12.02838,17.55417,1.87835,34573.75451,816.79288,121.31884,0.08036
1640,280,21.93064,36.97416,1.33927,51914.223,841.29966,131.64778,0.03033
1641,280,26.5015,26.70114,1.16561,11966.49074,826.25296,104.92466,0.08276
1642,280,33.75217,17.1564,1.31977,9112.90877,845.2366,121.81732,0.15355
1643,280,36.32658,24.65777,1.36828,34993.16632,880.82239,103.97775,0.03877
1644,280,47.41621,25.4356,1.40644,53084.08197,853.17841,132.93528,0.03274
1645,281,15.25194,51.63186,2.65697,25327.61159,823.69864,119.25818,0.21216
1646,281,17.64832,20.78913,1.58613,20181.54317,780.87218,106.84051,0.08958
1647,281,21.97401,36.97896,1.33455,51550.07801,836.50365,133.7109,0.0307
1648,281,37.58808,6.2973,3.65136,35694.63785,666.93499,109.3339,0.26375
1649,281,41.90265,24.86515,1.20741,21041.06039,907.22875,251.9981,0.10415
1650,281,47.31873,25.45257,1.28555,17001.78492,1002.85786,294.32756,0.16654
1651,281,55.57173,28.89311,1.34077,27373.85174,1107.65744,385.97887,0.14371
1652,282,17.5337,20.7511,1.7481,23694.74186,828.35131,135.73027,0.11109
1653,282,21.99914,36.93254,1.33145,37353.99845,843.43498,122.43771,0.03907
1654,282,25.24668,28.11441,1.23221,26466.04504,873.77443,115.25221,0.04522
1655,282,34.90617,15.7765,1.67563,25210.35296,905.25349,122.36896,0.08871
1656,282,42.34786,25.50137,2.1916,108976.68516,859.83018,454.37467,0.10923
1657,282,55.41426,28.89359,1.56843,39535.86916,857.13211,147.68188,0.05825
1658,283,25.37253,23.13732,1.88939,64338.76663,944.04513,381.95703,0.11768
1659,283,24.30941,30.05228,1.2674,23510.32471,899.22665,241.84282,0.09857
1660,283,38.18661,24.87423,1.46275,46035.19591,870.57577,137.60947,0.04157
1661,283,55.01319,28.61596,1.58003,48183.25725,895.74991,178.11751,0.05667
1662,284,5.76297,15.40351,1.81715,25743.26537,846.74155,131.85404,0.10775
1663,284,14.78237,54.31058,2.9035,21247.87484,818.44718,116.92554,0.29629
1664,284,17.11875,44.82677,1.49179,6457.99959,884.41431,115.73915,0.26237
1665,284,22.19188,36.82648,1.24672,43252.0461,1025.93962,348.33254,0.07226
1666,284,28.03456,31.64485,1.23807,26629.14949,946.6787,362.41567,0.11983
1667,284,36.07935,7.71669,2.57924,19674.64574,784.16056,113.28774,0.24711
1668,284,52.12276,27.02654,2.29337,54744.01356,749.49028,252.39659,0.13877
1669,285,14.68987,54.0267,1.2866,32476.58115,848.74897,232.56616,0.07111
1670,285,22.05726,22.74846,1.43703,40172.32542,976.68887,215.3953,0.06648
1671,285,22.15257,36.78885,1.41088,51637.81996,815.27228,130.44718,0.03334
1672,285,33.72891,16.95111,1.6219,4323.52194,766.27439,87.78534,0.37209
1673,285,35.34194,9.32013,1.61565,4243.94271,786.35711,91.78198,0.3889
1674,286,15.30827,51.52541,4.07785,77071.57931,583.12709,115.17114,0.15898
1675,286,21.5311,36.98198,1.25746,3563.26152,731.88868,90.40209,0.28338
1676,286,21.97411,22.68462,1.57566,44634.54611,915.64743,194.22068,0.06538
1677,286,34.43102,16.74988,1.47242,17908.86794,903.85526,120.56115,0.09601
1678,286,52.53444,27.2251,1.19964,32238.00249,847.99313,119.99856,0.03662
1679,287,15.07583,58.71441,1.25864,37385.97373,799.6379,115.57338,0.03369
1680,287,16.85054,46.31133,3.46459,45636.23961,730.61301,120.58029,0.20106
1681,287,21.58059,37.10946,1.31902,45994.22992,1100.3645,305.27045,0.06713
1682,287,22.20951,22.8283,1.45227,29976.79759,934.59849,251.09077,0.10367
1683,287,24.74381,29.10761,1.19024,29426.42282,1009.62324,225.67393,0.066
1684,287,34.14085,25.4225,1.37422,24652.52239,816.72809,122.0906,0.06209
1685,287,34.97213,11.85497,2.27985,10039.48777,727.00357,86.82233,0.30953
1686,288,16.21022,47.278,2.33451,26875.57227,796.77712,100.11984,0.1356
1687,288,21.51829,36.78193,1.381,7343.51841,852.39067,115.17354,0.19844
1688,288,25.14336,25.22177,3.32354,205563.35413,797.38719,714.50962,0.2023
1689,288,24.84973,24.89029,2.86416,163125.50851,798.93005,748.30778,0.19843
1690,288,34.25027,15.99321,2.05832,66562.56589,1106.91736,225.10898,0.08367
1691,288,35.27096,24.58274,1.2772,21463.10547,1157.45554,233.25175,0.10607
1692,288,42.53205,25.10273,1.22206,40714.53799,945.18803,183.71004,0.04228
1693,289,22.05795,36.63286,1.45667,92887.77364,963.01775,165.65647,0.02413
1694,289,26.37058,24.90673,1.78553,69573.19061,1016.02271,364.20956,0.09336
1695,289,34.74822,11.14897,2.62977,20964.11398,880.40804,130.4716,0.26964
1696,289,39.67723,25.04977,2.3394,39712.7908,988.47093,466.31949,0.34846
1697,289,42.66334,25.12942,1.1557,47597.7839,1057.63425,304.33186,0.05047
1698,289,50.75669,26.55145,1.56924,46039.64237,889.17655,185.01426,0.06039
1699,290,16.39781,47.21699,2.51815,14658.41685,771.62885,105.14587,0.2982
1700,290,21.87174,34.28997,1.55726,81262.70431,946.2115,244.97067,0.04316
