"id","frame","x [px]","y [px]","sigma [px]","intensity [ADU]","offset [ADU]","bkgstd [ADU]","uncertainty_xy [px]"
3692,645,16.88617,20.68095,1.45746,6035.22805,825.31854,111.78195,0.26118
3693,645,17.01428,43.98053,1.30905,26624.73859,769.60271,117.47181,0.05103
3694,645,28.62041,26.13226,3.12356,88605.19168,705.34165,323.36722,0.19722
3695,645,35.34645,9.37275,2.69085,33470.77252,765.63331,102.27236,0.14638
3696,645,39.07633,24.89242,1.80678,80692.62977,1103.61183,532.19424,0.11723
3697,645,48.19255,25.58952,1.40053,29466.54828,1003.81995,371.60234,0.14014
3698,646,12.73679,17.65946,1.64007,6114.31282,743.03844,85.67531,0.26448
3699,646,22.73571,35.44905,1.27677,4664.33451,757.60267,92.87088,0.22766
3700,646,29.53663,20.46526,2.6636,84079.85288,823.1989,442.53107,0.2026
3701,646,29.56019,20.5152,2.69356,87238.57896,791.43235,449.99375,0.20278
3702,646,29.99606,30.20224,0.9966,3400.90571,842.87236,130.02893,0.25502
3703,646,34.46674,9.77702,2.65706,22517.99021,772.35619,109.30546,0.22276
3704,646,43.27005,25.3311,1.40793,99344.26899,907.63682,184.19419,0.0231
3705,646,53.79493,27.75687,1.21142,12117.29605,861.80422,157.0236,0.12091
3706,647,6.36926,16.02823,1.47562,5439.81993,879.77093,115.59013,0.3045
3707,647,14.95139,50.79941,1.34014,38767.44373,778.73733,120.89139,0.03777
3708,647,18.72643,21.45084,2.31402,114044.5397,981.39186,465.80547,0.11886
3709,647,24.74491,29.15595,1.10376,44493.28891,1442.35886,586.05808,0.09063
3710,647,30.3327,19.25529,1.14632,8819.56578,1001.38117,207.92174,0.1897
3711,647,28.3649,29.76925,2.73317,120705.87099,728.34884,688.77548,0.22573
3712,647,34.60818,9.54748,2.92959,20301.97264,730.43927,97.99373,0.27522
3713,647,52.16895,27.06759,2.04745,36157.6027,889.56805,308.30368,0.20104
3714,648,5.27359,14.847,1.86401,23291.82275,798.91543,111.60627,0.10963
3715,648,14.95773,50.91109,1.24434,19531.53378,854.10159,132.61926,0.06914
3716,648,17.58736,43.00217,1.5126,9232.48454,910.35112,169.94284,0.2583
3717,648,22.70127,36.10997,1.31784,45348.6316,980.70565,158.08864,0.03873
3718,648,28.29069,23.51905,2.21751,106369.62074,882.09182,445.97354,0.11254
3719,648,29.97838,30.3012,1.25613,21248.62244,1120.28639,380.23904,0.1612
3720,648,45.65115,25.61455,1.33533,19835.86639,867.51463,151.43783,0.08652
3721,648,53.92761,27.80805,1.3622,45362.09474,841.14223,138.52196,0.0371
3722,649,14.94035,50.9152,1.29913,47247.70244,1016.24071,192.32841,0.04254
3723,649,20.71858,37.62947,1.47666,34972.2077,917.61245,174.76706,0.06728
3724,649,24.30302,29.98435,1.1306,46110.75498,1176.7364,390.45598,0.06264
3725,649,29.47976,23.84817,1.42674,52466.02504,1650.13601,841.89311,0.17673
3726,649,30.45802,24.90746,2.97281,177142.84257,804.39974,813.75629,0.21322
3727,649,53.79072,27.66086,1.07274,13201.5465,885.47118,272.11111,0.14214
3728,649,58.63778,31.29534,1.16531,12762.06341,931.79262,305.79188,0.19062
3729,650,14.10851,18.999,1.83956,11212.68266,765.10721,101.79328,0.2056
3730,650,17.38632,43.06737,1.87272,86260.02902,1002.52714,375.53155,0.08504
3731,650,24.41364,29.94054,1.11997,14528.98676,874.94468,134.47758,0.07694
3732,650,32.55343,27.79505,1.07219,19031.66689,1303.15486,634.00011,0.21591
3733,650,37.42638,24.78602,1.24131,35587.95986,1194.28258,462.56914,0.11304
3734,650,45.54219,25.5264,1.19514,46285.31783,988.70708,187.71008,0.03642
3735,650,50.53351,26.58136,2.18966,26812.14862,829.72594,258.66537,0.26387
3736,651,15.13575,56.66665,1.74401,10257.14712,837.21062,107.12431,0.21067
3737,651,16.9744,44.03616,1.43289,47455.51256,899.71787,145.88641,0.04065
3738,651,35.13258,9.33864,2.52313,24544.74377,752.96469,114.92006,0.19207
3739,651,44.04387,25.27401,1.35512,68744.83679,1007.09912,284.10853,0.04451
3740,651,50.56292,26.73917,1.2257,51232.44936,1149.55142,508.52852,0.08387
3741,652,5.09116,13.12613,2.12099,9209.01337,710.86467,99.20029,0.32358
3742,652,15.47261,53.69902,4.3032,45749.57167,645.15325,97.25582,0.26072
3743,652,26.57946,26.02594,1.53383,46124.19892,861.03593,202.88365,0.06238
3744,652,34.93162,15.5947,1.8517,33636.82402,890.23097,140.52023,0.09025
3745,653,4.91688,13.53235,2.15661,23585.9887,761.10737,97.53565,0.12966
3746,653,14.66404,57.29893,7.05545,178485.84158,390.55329,110.00373,0.19729
3747,653,26.11788,26.9559,1.12926,12712.75444,739.34246,113.73297,0.07818
3748,653,42.29827,25.70795,1.34867,11758.5266,839.64955,164.76283,0.15883
3749,653,50.47953,26.30615,1.32601,24610.58591,1038.05024,400.57882,0.16193
3750,653,56.26943,28.49915,1.16488,30070.80916,962.60127,317.80866,0.084
3751,654,16.40834,47.42894,2.73657,47656.03241,735.46941,110.15772,0.11285
3752,654,22.4598,22.67363,1.37649,33742.47427,1173.22413,548.41766,0.17028
3753,654,25.78619,23.55749,2.76252,101943.44669,664.04619,560.17525,0.2242
3754,654,56.3064,28.45721,1.23266,32795.28659,755.02114,100.47858,0.03324
3755,655,10.81644,17.4986,1.80048,30334.78026,851.17338,129.28414,0.08859
3756,655,21.967,22.61276,1.45024,45998.29143,1018.57775,281.42519,0.07476
3757,655,25.13582,28.6697,1.08451,21338.5909,1052.50199,484.82568,0.15267
3758,655,43.33784,25.1766,1.21877,13312.88903,774.59226,108.31663,0.08293
3759,655,50.28953,26.09339,1.3384,7813.25169,772.25932,99.65734,0.15726
3760,656,10.68816,17.31145,1.82093,30114.00688,833.21926,107.40986,0.07898
3761,656,20.87468,35.97456,1.35027,52189.29526,825.96285,120.4404,0.02865
3762,656,22.09544,22.60883,1.4744,39478.71322,885.43765,124.85352,0.04547
3763,656,33.79767,17.043,1.35666,8145.23527,825.32808,121.57975,0.1806
3764,656,41.68194,24.87595,1.40137,36225.37556,838.27529,140.97541,0.04942
3765,656,54.79543,28.33323,1.35807,30191.44855,922.97138,214.9918,0.07911
3766,657,20.97782,35.91942,1.36246,19294.19392,789.61328,103.51646,0.06855
3767,657,25.26322,23.47395,2.1857,90100.27671,771.90142,380.99079,0.11156
3768,657,42.43551,25.11559,2.15278,36630.2951,795.15462,293.34652,0.2093
3769,657,48.04409,25.87305,1.51277,73858.44875,902.89309,215.4675,0.0402
3770,658,16.12991,48.12361,2.63841,45243.0233,785.91109,131.54743,0.12715
3771,658,20.54981,22.22403,1.43559,23025.99117,996.21391,224.08145,0.11928
3772,658,24.59788,29.60483,1.15092,46439.48012,971.91029,177.84707,0.03239
3773,658,47.66191,25.8365,1.24362,34160.21995,771.94153,120.07597,0.03701
3774,659,17.61877,20.89804,2.97441,88879.5642,749.68176,382.31819,0.20811
3775,659,16.04571,46.87369,1.64778,29505.40733,781.03315,188.2198,0.10454
3776,659,22.97006,22.88415,1.35134,29426.6512,1444.41106,544.04535,0.18703
3777,659,28.39525,21.9372,1.08841,31947.75072,1637.00563,756.14083,0.15663
3778,659,32.52385,27.08639,3.863,268472.30011,688.94752,919.59394,0.26627
3779,659,35.07988,24.79919,1.36186,78031.2058,1775.55551,743.37743,0.09651
3780,659,46.72432,25.47302,1.47159,92304.53165,1144.60037,301.87504,0.04104
3781,659,54.63183,27.9003,1.09483,23238.89234,1027.62372,330.48918,0.10017
3782,660,5.71613,15.10889,2.12686,17778.52283,770.03844,100.48376,0.1708
3783,660,17.74081,20.93085,2.11408,72960.37839,977.02585,269.05158,0.09412
3784,660,17.25822,43.92098,1.82241,79032.85217,982.9928,370.4279,0.0869
3785,660,26.99594,25.44942,0.91523,9795.78767,1374.23956,559.54894,0.27817
3786,660,30.34674,30.19994,1.16242,38069.13212,1289.98158,573.7462,0.11434
3787,660,34.9564,15.76045,1.53216,25663.7931,1140.14174,143.96214,0.08358
3788,660,35.93461,24.47985,1.24304,66603.89402,1213.10799,322.85416,0.04373
3789,660,36.8322,6.54723,3.69353,63245.80643,753.14899,122.3656,0.16688
3790,660,45.48032,25.50611,1.82703,59599.42853,1046.98054,363.08784,0.11356
3791,660,51.26332,26.6497,1.4865,55406.68996,1255.72728,465.63352,0.10317
3792,661,5.57027,14.74095,1.92082,6795.70651,755.43352,93.76927,0.34586
3793,661,15.79645,47.88857,1.51434,63853.67507,995.40595,199.57507,0.04357
3794,661,18.82321,21.42307,2.16653,95430.61425,880.80809,355.65042,0.09722
3795,661,34.51323,25.0696,1.4319,40296.71386,912.72085,141.2478,0.04644
3796,661,37.12211,5.79435,2.88143,32008.56555,856.17514,127.22261,0.20758
3797,661,41.17552,24.85416,1.00544,7417.27745,1015.26974,289.4108,0.23676
3798,661,52.22112,27.21696,2.2389,108752.78213,964.46169,734.87318,0.1799
3799,662,5.81023,15.71483,1.93862,24773.37449,810.96225,108.69802,0.10904
3800,662,16.65715,46.27628,2.35496,26671.5516,773.48357,102.43954,0.14141
3801,662,18.21918,21.27066,2.26317,38256.60221,860.781,217.18207,0.16929
3802,662,26.79105,25.32191,1.27649,49409.94056,1003.50111,245.2638,0.04845
3803,662,34.82881,15.73945,1.65775,30125.252,931.84781,126.13763,0.07465
3804,662,51.10444,26.22742,1.53107,14979.92138,766.2409,115.39996,0.11929
3805,663,5.98038,16.05431,1.70563,6749.54104,781.40892,94.64461,0.27841
3806,663,14.91429,50.92935,1.23232,44872.52181,832.66143,106.62154,0.02565
3807,663,18.50807,21.42624,1.67976,56988.93815,962.56465,185.99237,0.05598
3808,663,18.88271,39.43718,1.60754,55087.1446,877.24907,141.32132,0.04257
3809,663,35.45552,24.4459,1.16735,12355.17604,813.68157,114.22817,0.08579
3810,663,44.30024,25.41881,1.42475,51731.06502,839.55361,126.92524,0.0332
3811,663,55.67419,28.89536,1.37151,5273.05289,737.70932,90.7697,0.22695
3812,664,15.15578,50.63076,1.32715,48195.08573,1360.93324,504.05041,0.10279
3813,664,18.42578,21.35604,1.80251,45766.56433,895.16177,144.57219,0.06469
3814,664,18.15068,41.44285,2.29743,162767.14698,968.43071,585.04879,0.10184
3815,664,27.23611,23.69906,1.33475,9815.87778,926.18333,126.93503,0.15055
3816,664,27.22796,32.00158,1.26376,14143.07115,905.51799,120.22763,0.09061
3817,664,34.85788,16.07656,1.59645,32471.32171,921.246,127.59753,0.06511
3818,664,44.23513,25.45678,1.40233,83442.71961,942.56504,149.19732,0.02299
3819,665,5.61846,14.67779,2.09264,15626.70897,727.66222,91.1412,0.17483
3820,665,19.05863,39.20237,1.39221,15248.55098,793.47159,93.38654,0.08337
3821,665,26.45279,25.90701,1.36746,52778.44554,946.26955,196.19177,0.04271
3822,665,35.10454,8.78825,2.20651,29778.91893,873.06857,121.04097,0.12704
3823,665,34.51264,13.18232,3.09239,21020.73776,805.5194,123.09937,0.35332
3824,665,44.41406,25.38236,1.44138,17752.50663,779.92764,97.57186,0.07917
3825,666,5.85054,15.68775,1.91167,23707.49681,793.76238,117.76338,0.11794
3826,666,18.00286,42.07988,1.61791,48032.59539,875.30451,152.18984,0.05228
3827,666,31.92965,28.67951,1.54726,81202.63499,900.69511,193.99144,0.03501
3828,666,34.94458,8.78606,2.19866,18400.65644,780.45399,112.53403,0.19215
3829,667,15.66346,48.28608,2.1966,99097.47542,1207.58055,825.23126,0.21256
3830,667,15.50859,48.77413,2.22433,111514.20485,1002.3291,735.91982,0.17345
3831,667,26.76906,25.94838,1.27298,13718.27272,834.21899,148.17344,0.11189
3832,667,34.26053,25.29196,1.46577,49689.21879,834.05773,142.84712,0.03989
3833,668,15.4069,50.12041,2.09341,57790.74497,943.40929,191.84022,0.0867
3834,668,26.56134,26.0792,1.31951,15959.73055,782.92655,103.71841,0.07789
3835,668,34.91413,15.36109,1.68423,30157.77386,959.22235,138.22658,0.08266
3836,668,34.9795,12.0724,4.16736,62472.19761,723.23434,136.75529,0.23453
3837,668,37.99731,24.80401,1.35233,45336.85031,914.38403,137.27853,0.03637
3838,668,49.65154,26.70492,1.25906,15369.50141,792.27796,100.99036,0.07257
3839,669,14.99751,54.34323,1.29361,10758.10262,746.63882,101.11376,0.10862
3840,669,15.96103,19.95172,1.68931,32056.76145,849.00193,124.6329,0.07212
3841,669,17.23176,44.13554,2.16492,40556.23639,818.92062,132.18445,0.09668
3842,669,27.14728,25.08423,1.25892,44710.48325,975.45145,264.44997,0.05565
3843,669,27.84174,31.54111,1.24345,43176.26421,1056.34975,359.57283,0.07414
3844,669,56.22641,29.39078,1.60552,9722.04268,712.33364,88.40226,0.1639
3845,670,11.34287,17.56368,1.8272,15960.34272,748.49202,98.81604,0.13977
3846,670,14.90882,54.26485,1.54416,39201.02639,827.89591,238.07744,0.08523
3847,670,28.50043,24.18978,1.37105,50912.27206,920.66666,148.86189,0.03551
3848,670,38.41026,24.9912,1.48538,67126.00915,945.73027,156.83251,0.03284
3849,670,49.07449,26.06186,1.40815,87529.43406,915.07432,176.31928,0.02522
3850,671,15.04454,53.34126,3.72081,42209.34569,713.89066,106.57636,0.22717
3851,671,30.25248,30.18083,1.248,22799.00537,942.60675,299.68535,0.11947
3852,671,30.20985,30.19267,1.34178,24519.84987,940.13814,312.26604,0.13232
3853,672,18.56082,41.12609,1.17475,3974.10312,775.96562,98.89303,0.23925
3854,672,22.31555,33.67746,1.23972,25540.27604,774.67326,93.17503,0.04052
3855,672,33.54873,26.09295,1.41166,48822.27528,819.87522,138.04005,0.03682
3856,672,58.40819,29.31612,1.30836,8627.46452,721.87809,83.05863,0.11943
3857,673,14.64047,19.05475,1.64148,13417.09771,776.07745,99.94759,0.13618
3858,673,15.47091,48.24063,1.30368,29198.36578,770.97697,113.13213,0.04498
3859,673,27.06387,25.55878,1.20687,31483.45467,954.16751,250.81368,0.06946
3860,673,34.68675,9.13901,2.46637,11533.53024,754.4235,88.32158,0.31857
3861,673,34.7141,25.41516,1.9446,92592.45475,905.40236,376.8592,0.08555
3862,673,54.86469,28.10956,1.3411,11681.95882,729.24914,99.75595,0.10609
3863,674,16.60366,20.16502,2.99366,89548.30417,744.00361,409.15305,0.22277
3864,674,14.87447,54.83651,1.33072,42106.76772,786.4868,105.44511,0.03112
3865,674,17.18995,43.68181,1.34562,47843.58979,829.25564,130.81036,0.03295
3866,674,18.86809,21.33652,2.53018,76634.36356,766.55434,400.00514,0.18282
3867,674,31.44402,29.19692,1.39329,26756.11885,782.00935,106.01421,0.05283
3868,675,10.548,17.55864,1.70045,11569.17019,884.30785,148.95172,0.23163
3869,675,14.82312,54.70264,1.29115,9188.08119,800.54331,104.70935,0.12991
3870,675,17.92631,20.99821,1.59613,29952.34305,875.04975,129.3845,0.07124
3871,675,17.89151,41.66168,2.27067,99602.93569,904.32439,352.51676,0.10132
3872,675,24.08294,30.64099,1.21778,52969.00719,976.35121,184.05213,0.03251
3873,675,31.39282,29.09127,1.33145,29612.9131,909.74969,179.58452,0.06666
3874,675,58.3075,29.39394,1.4264,38833.90943,833.51504,206.2891,0.06532
3875,676,7.44998,16.89244,1.94905,40189.04023,932.45606,142.36333,0.08445
3876,676,14.85342,54.82864,1.22432,18484.70522,762.75999,98.79954,0.05657
3877,676,22.11644,22.70861,2.54773,51674.52698,917.33452,328.49105,0.22912
3878,676,18.11554,41.1583,1.84677,8626.42943,755.23117,103.04007,0.27141
3879,676,24.16575,30.58557,1.18325,49654.3461,1100.96488,248.55677,0.04232
3880,676,26.40801,22.89164,2.33968,85375.24684,1011.26144,540.52797,0.18648
3881,676,31.32054,29.03685,1.2931,22618.88275,1016.91923,243.03973,0.10685
3882,676,35.20902,9.12007,2.39994,38698.57617,874.53549,110.87071,0.10783
3883,677,6.28889,15.33552,2.21132,21128.54218,823.90309,127.37249,0.18678
3884,677,18.56926,21.37102,1.58837,57703.54875,956.95793,153.24763,0.04241
3885,677,17.92133,41.65847,2.29195,83092.63389,852.41076,224.99968,0.08276
3886,677,28.30088,22.07121,1.31681,24469.64957,863.67913,123.12833,0.05811
3887,677,28.03907,31.43312,1.43966,43077.17929,892.25964,122.07085,0.03925
3888,678,17.26562,43.74637,1.23978,11016.0157,795.93131,115.80248,0.10868
3889,678,20.06874,21.96666,1.47011,23813.33702,848.73779,109.33573,0.06705
3890,678,23.3221,31.94281,1.43883,60525.0482,1191.40643,421.20812,0.08086
3891,678,34.99664,13.49513,2.05141,36986.37166,831.35631,128.97118,0.09354
3892,678,54.66315,28.00225,1.28438,33175.1262,780.07356,136.75626,0.04467
3893,679,15.70526,48.70716,1.26313,6452.89543,789.75018,132.46995,0.21295
3894,679,17.32237,43.98623,0.93869,4462.19902,844.43653,144.98564,0.19058
3895,679,24.23449,34.61814,1.46774,67282.83574,1086.4899,328.18908,0.06019
3896,679,27.58059,25.37759,1.64862,39184.51858,1100.89109,322.17935,0.1267
3897,679,34.3075,25.09675,1.29734,17742.81857,1011.20792,330.78332,0.18054
3898,679,57.64706,29.90334,1.52418,4846.20165,715.96423,87.20746,0.29323
3899,680,19.13108,38.7604,1.65927,48117.58025,948.81266,226.06639,0.07634
3900,680,29.35497,30.64979,1.40196,14520.28833,942.80257,199.44579,0.16304
3901,680,30.37648,24.1553,1.62671,53748.30894,927.9651,198.63337,0.05895
3902,680,34.70665,14.80558,1.68047,8822.36662,806.67833,116.92143,0.24388
3903,680,42.80351,25.33397,1.77819,29859.69372,781.26775,154.73951,0.10157
3904,681,18.90462,39.00809,1.54148,22645.57737,794.35736,93.42862,0.06856
3905,681,23.39112,21.81356,3.61779,26972.92498,703.38356,111.64197,0.34796
3906,681,29.22807,20.47146,0.96513,10612.5973,1090.92827,559.05306,0.28267
3907,681,33.75844,26.1121,1.25867,38335.61808,1127.58071,401.11463,0.09441
3908,681,37.42928,25.6288,2.66257,83698.16615,683.00271,527.28101,0.23972
3909,682,5.62414,15.34551,1.81082,25080.79256,802.96515,107.02593,0.09332
3910,682,15.46165,48.73798,1.30557,46349.47199,868.66335,150.21931,0.03578
3911,682,21.16435,37.98981,2.11678,67430.1377,841.7471,316.02078,0.1179
3912,682,26.06097,29.51665,2.06496,55763.5765,827.09658,354.02851,0.15054
3913,682,28.89084,20.43081,1.37532,9687.89285,790.28744,107.32194,0.14157
3914,682,51.22867,26.51688,1.4493,25247.80935,784.9521,120.28231,0.06628
3915,683,5.03248,14.00968,2.18018,16151.77675,789.28171,117.25354,0.22221
3916,683,14.87679,55.37164,1.279,29306.94859,785.35114,113.57436,0.04338
3917,683,17.2705,43.6392,1.3618,39042.20621,1186.53941,474.75511,0.12593
3918,683,21.78678,37.27634,1.26313,34577.20861,1234.38433,473.11128,0.1228
3919,683,22.07762,22.87116,1.46063,43167.78333,850.65994,127.16876,0.04152
3920,683,28.12955,31.53402,1.20358,11281.43316,912.19697,231.08334,0.17839
3921,683,43.21777,25.532,1.37182,43034.85955,930.84096,173.54895,0.04743
3922,683,51.01294,26.39224,1.43281,37186.83739,889.62161,154.56955,0.05407
3923,683,56.38642,29.27077,4.85778,63572.66872,592.24329,153.44088,0.3435
3924,684,14.89762,19.18828,1.6464,30928.04244,1048.40023,334.88471,0.16572
3925,684,15.46112,48.71895,1.31904,15883.67846,718.0742,96.12606,0.07391
3926,684,18.73797,21.30742,2.94051,74186.8283,739.21071,323.50618,0.20903
3927,684,34.36195,16.86608,1.59304,16114.29028,801.528,110.69412,0.11593
3928,684,59.61602,31.04743,2.36929,28840.4948,719.07254,165.62759,0.19459
3929,685,14.66522,19.06686,1.8447,18330.22265,773.28069,109.5033,0.13423
3930,685,15.14544,50.70937,1.45594,21164.89056,857.13023,102.56173,0.07044
3931,685,18.38105,41.51256,1.30135,24071.24395,782.18158,116.94166,0.05552
3932,685,29.17417,21.84643,3.37281,74384.38645,686.2048,318.07814,0.26931
3933,685,31.83067,18.31202,1.4209,26534.46251,1120.53881,269.04498,0.11935
3934,685,34.14545,11.33831,3.55551,64231.65703,664.21537,157.88924,0.18751
3935,685,40.99616,24.83181,1.40436,11045.83684,775.65738,107.35596,0.12937
3936,686,15.09643,50.64081,1.23329,30670.08826,820.49611,122.00631,0.04096
3937,686,18.41304,41.47438,1.35006,50631.391,847.40172,141.95562,0.03342
3938,686,30.99112,29.65936,1.35832,17164.83904,762.1235,98.40846,0.07363
3939,686,32.20567,18.20305,1.38069,18689.6946,831.17936,108.55722,0.07516
3940,686,39.68139,24.80201,1.22377,7963.59335,784.24085,97.16866,0.12789
3941,686,53.13542,27.39739,1.10772,29533.26175,939.36446,249.46928,0.06277
3942,687,18.4183,41.35199,1.3109,14280.44743,763.86224,96.91527,0.0816
3943,687,25.31499,23.09205,1.24199,13014.61506,987.31908,316.83394,0.21771
3944,687,30.69882,19.06456,1.27565,30497.12967,1042.66436,236.21296,0.07549
3945,687,30.97859,29.65884,1.24853,10963.5835,865.5177,145.95175,0.13309
3946,687,39.39361,24.76876,1.30972,36430.39906,820.98158,145.39084,0.04437
3947,687,50.13413,26.18953,1.34338,12926.89073,765.88752,102.64183,0.09839
3948,688,15.11944,50.44642,1.39491,18072.43576,845.50399,139.2175,0.09625
3949,688,21.90647,36.76504,1.52669,7645.02374,740.25549,86.48704,0.18586
3950,688,30.74638,19.0076,1.43149,22020.66943,817.61519,105.9631,0.06724
3951,688,31.00365,29.58853,1.34198,11069.8616,775.18504,97.29391,0.10995
3952,688,39.54848,24.75296,1.15581,20855.56253,822.07455,116.74976,0.05121
3953,688,48.00028,25.94959,1.19298,35081.34083,810.52441,122.27701,0.03387
3954,688,57.80202,30.57619,1.38252,11496.5717,772.40505,102.34617,0.11639
3955,689,11.14942,17.77253,1.80612,9115.62491,742.01507,93.23782,0.22811
3956,689,15.06872,50.62404,1.41131,32987.90676,768.93414,115.07443,0.0469
3957,689,17.99059,40.81834,1.50223,15030.8701,817.67817,99.95693,0.10273
3958,689,23.67932,23.21822,1.30153,37696.55237,1067.58382,212.14419,0.05793
3959,689,28.68404,31.09704,1.43416,55108.98696,957.48944,163.93104,0.03862
3960,689,31.71838,18.45538,1.796,57841.2726,1031.74655,255.89257,0.08259
3961,689,48.00029,25.9453,1.20841,24589.70571,781.49812,106.47032,0.04417
3962,689,58.50357,31.27181,1.66175,21831.02334,751.42508,118.49123,0.09814
3963,690,11.36529,17.70658,2.14326,33954.62227,830.52538,144.50894,0.12147
3964,690,18.45624,40.25219,1.90017,53025.08295,926.90137,171.00493,0.07104
3965,690,24.28324,29.8729,1.26514,55347.54032,849.56362,130.75106,0.02555
3966,690,33.08833,17.62177,1.43478,13007.66998,870.56804,118.32549,0.12359
3967,690,34.57379,12.6373,3.79976,38643.21522,646.0494,99.9408,0.2461
3968,690,50.04797,26.19871,1.38232,39641.90269,821.00847,127.1336,0.04069
3969,691,17.20558,43.96621,1.28754,26038.60854,975.37326,329.12535,0.12086
3970,691,19.41263,38.30649,1.28327,29303.85999,1068.55711,371.05968,0.11913
3971,691,25.00859,29.56038,1.65013,67035.83981,1022.35226,360.13315,0.08231
3972,691,33.87115,16.28239,2.21749,42099.53076,865.29696,193.13415,0.13363
3973,691,34.34397,12.01046,3.49795,84037.21268,664.81431,174.48724,0.15111
3974,691,56.56089,28.63015,1.28026,16935.63849,762.77162,104.03413,0.06959
3975,692,18.85323,21.46872,2.07616,54430.42457,840.35847,214.74598,0.09974
3976,692,17.99182,42.42106,1.93911,71491.05706,1040.50035,486.06568,0.13942
3977,692,21.06732,35.46059,1.00879,15362.00562,1167.61418,526.06027,0.2001
3978,692,28.44063,31.2119,1.35354,46973.22231,931.2191,142.47756,0.03623
3979,692,44.92426,25.31111,1.27924,50971.31694,823.84758,135.78989,0.02904
3980,692,57.93369,29.3388,1.31479,13361.10225,756.48024,104.1532,0.09247
3981,693,5.19578,13.87425,2.12579,30933.65063,892.23811,166.84291,0.14768
3982,693,15.18724,19.32003,1.98638,41086.69281,969.31409,243.71121,0.13518
3983,693,15.07683,50.86831,1.25558,41832.67695,1079.42304,214.50727,0.04932
3984,693,18.69247,40.94929,1.64995,67135.01536,1142.66023,417.29906,0.09409
3985,693,21.4338,22.44975,1.14156,24025.19637,1492.61227,830.24968,0.24908
3986,693,26.97842,29.79421,2.2184,95097.16828,1464.14101,1010.06771,0.27456
3987,693,26.76209,29.83864,2.78065,173838.45252,785.14015,870.43918,0.20313
3988,693,37.40594,6.3397,3.04237,26428.10412,714.90393,107.32476,0.24452
3989,694,7.72886,15.51203,3.13444,44602.83583,817.59535,228.98785,0.28908
3990,694,16.7738,47.39257,3.4874,48992.51965,689.56766,167.58499,0.24844
3991,694,19.61081,39.28784,1.63165,135318.96073,1503.20475,735.11844,0.07805
3992,694,19.57825,38.80177,1.61287,136022.91246,1427.9096,652.43493,0.06777
3993,694,25.69511,27.8223,1.01704,8503.50026,1126.78466,303.78462,0.22045
3994,694,32.12461,28.50641,1.36302,41529.64285,978.92589,159.99597,0.0454
3995,694,34.65675,12.73122,2.90197,51076.96685,808.47726,155.10719,0.15543
3996,694,43.22773,24.99001,1.22302,51577.19272,910.29648,145.90741,0.02794
3997,694,51.2489,26.98434,1.20776,30988.31992,868.77298,139.41523,0.04325
3998,695,9.83857,17.50271,1.78151,27782.00381,1067.50402,209.64242,0.14156
3999,695,15.21233,50.50365,1.42225,58041.47292,1130.09534,229.91526,0.04793
4000,695,16.57875,20.35645,1.66815,33503.27417,1042.24308,240.24161,0.11652
4001,695,21.34843,35.4178,1.43608,54140.2898,918.43138,202.67687,0.04695
4002,695,25.47905,27.69289,1.09216,10563.75682,972.22937,199.39974,0.13967
4003,695,32.05022,28.43727,1.26557,19870.95391,923.23187,161.42395,0.08226
4004,695,43.22266,25.02269,1.22767,50999.69486,952.72967,189.72689,0.03512
4005,695,51.22635,26.94479,1.23153,41212.48814,947.28672,192.70656,0.0441
4006,696,15.73394,47.98933,2.04718,132711.18624,1078.29157,830.65344,0.13916
4007,696,16.56518,20.25115,1.56164,34387.71085,841.80859,112.76255,0.05366
4008,696,21.3799,35.05706,1.23276,15600.62072,909.32019,154.31966,0.09587
4009,696,34.17132,16.93745,1.93923,8207.98383,740.65662,101.57563,0.3102
4010,696,43.53619,25.02036,1.32371,64074.4145,818.41569,152.4237,0.02711
4011,697,15.74679,47.93943,2.08216,92205.51719,801.73752,575.49129,0.14575
4012,697,17.05629,20.57693,1.76952,18193.01824,825.34912,123.0066,0.13664
4013,697,21.35137,35.04926,1.28647,46770.78567,854.76764,127.44804,0.03039
4014,697,26.72023,26.01176,1.15931,19989.86766,841.00281,95.17376,0.04614
4015,698,12.74803,17.90509,1.70895,23015.81649,846.29622,107.33944,0.09109
4016,698,14.80223,53.1848,1.25548,39171.08536,936.16691,185.96759,0.04665
4017,698,16.80751,46.00171,1.78941,22751.05382,1056.76039,156.88122,0.1362
4018,698,21.1733,35.50887,1.38277,122933.98,1506.11229,642.53963,0.05498
4019,698,26.40913,32.74387,2.41453,108180.21427,833.91444,491.15763,0.14314
4020,698,35.01402,13.42417,1.96433,35086.27579,840.61757,135.90855,0.09446
4021,699,15.45889,51.68158,4.78482,73547.46291,525.16828,100.93135,0.20637
4022,699,20.40282,36.69076,1.26303,25808.84179,959.65347,324.32384,0.11601
4023,699,25.77039,32.99263,1.21245,18795.62898,921.85843,290.44259,0.1333
4024,699,30.7081,18.83484,1.20579,12680.36983,1052.42985,273.14971,0.1848
4025,699,33.58549,15.14132,3.75002,53620.4235,705.92308,159.60364,0.25166
4026,699,35.29572,24.37518,1.27962,24890.64179,974.49477,245.09112,0.09596
4027,699,41.59208,25.73872,1.40931,12059.07348,847.84297,160.80773,0.16505
4028,699,49.83623,26.43732,1.24154,15294.49,796.8045,111.52382,0.07656
4029,699,57.68592,28.92932,1.19878,12189.55967,767.4722,101.91473,0.08376
