"id","frame","x [px]","y [px]","sigma [px]","intensity [ADU]","offset [ADU]","bkgstd [ADU]","uncertainty_xy [px]"
948,163,30.56949,24.21722,1.24725,41971.57304,1139.98905,651.58245,0.13368
949,163,35.96293,24.41395,1.27655,48151.01131,1035.1674,508.84184,0.09641
950,164,14.80829,54.91227,1.44402,14525.43516,849.44682,119.35466,0.11291
951,164,35.93877,24.40191,1.24984,48204.24548,970.93363,298.29293,0.05669
952,164,55.48529,28.92814,1.27883,25084.1621,1067.46269,417.8156,0.15421
953,165,24.17541,23.19318,1.27318,19648.13569,920.729,202.69658,0.10192
954,165,30.85383,29.91326,1.29469,44731.08145,967.5455,246.28236,0.05509
955,165,34.40201,16.36662,1.77351,24676.69163,926.53267,135.05076,0.10929
956,165,36.28835,24.54381,1.1651,25301.54471,1077.9012,425.17955,0.13032
957,165,46.20681,25.71923,2.11938,35436.53756,805.5165,246.98295,0.17989
958,165,55.56035,29.06751,1.20552,12997.28407,954.80025,281.44498,0.18514
959,166,16.16345,46.15797,1.27738,46411.63794,826.08544,129.08962,0.03051
960,166,23.32409,31.63399,1.17574,25728.44341,873.93817,174.99182,0.05937
961,166,30.73435,29.96724,1.23348,12854.14921,811.17718,128.69544,0.10039
962,166,48.58164,26.02835,1.18294,20918.57161,751.71884,99.72212,0.04738
963,167,16.09778,46.12019,1.37017,49127.37213,845.02406,127.19706,0.03251
964,167,21.73356,36.52362,1.46828,70325.05186,881.77904,168.94493,0.0326
965,167,33.85256,17.08819,1.42772,13616.89024,806.61852,92.83142,0.09732
966,167,45.20579,24.97477,1.40005,5109.36896,754.01309,113.13809,0.28818
967,167,55.32541,28.52368,1.29033,51894.06,858.94233,136.6132,0.02914
968,168,14.84426,51.62771,1.11348,28208.73075,1121.59711,657.98924,0.16203
969,168,16.15827,46.18989,1.16025,38862.97458,1111.04506,537.66339,0.10498
970,168,22.09201,36.64342,1.3568,46147.24641,868.2849,128.55326,0.03419
971,168,30.83594,29.94974,1.33413,14768.52315,796.65133,104.27813,0.08618
972,168,33.72415,17.33066,1.62374,37064.22766,877.2681,132.87123,0.06095
973,168,55.34907,28.42061,1.3005,45494.37193,827.20172,135.88839,0.03344
974,169,14.79876,51.77805,1.23971,25495.63998,1038.47163,303.46749,0.10675
975,169,16.27213,46.04426,1.05364,14117.99859,1111.28589,455.98306,0.20631
976,169,18.48635,39.84399,1.45841,27649.87186,902.08346,200.76548,0.09321
977,169,33.64257,17.62392,1.41825,18512.58176,960.30658,192.45091,0.12695
978,169,35.15132,24.30532,1.76308,37552.82495,933.71426,222.62241,0.10831
979,169,37.72698,24.44277,2.448,31773.60039,749.77363,150.56768,0.17405
980,170,16.13012,46.19245,1.32482,46449.17966,820.29992,142.44256,0.03518
981,170,23.03961,32.34946,1.16684,9092.62874,841.31189,174.22488,0.16352
982,170,25.81254,27.40789,1.02645,5289.07802,940.74761,248.41706,0.30064
983,170,35.38643,24.4082,2.45142,90520.55166,887.8012,534.66648,0.19084
984,170,39.05576,24.77907,2.34059,125335.51909,725.76997,625.67184,0.14612
985,171,14.84187,54.83153,1.28018,34349.7354,823.99682,131.80191,0.0417
986,171,16.19153,46.00438,1.24096,25186.80119,1008.20929,342.47138,0.12081
987,171,18.47738,41.3573,1.10227,15040.43706,1100.58878,485.03088,0.22321
988,171,22.82303,32.5469,1.32061,46577.99896,987.10962,239.6327,0.05366
989,171,26.62486,26.19831,1.19028,16273.3437,1078.1923,402.06991,0.20006
990,171,33.07654,24.37313,1.52595,81177.20793,1215.68204,525.18175,0.083
991,171,40.62066,24.89164,1.62205,63751.58517,1402.81472,743.12801,0.16525
992,171,52.57892,27.15668,1.04064,5360.19436,853.95828,154.01858,0.20165
993,172,16.07175,46.04493,1.27665,15112.8726,754.19225,106.84039,0.079
994,172,22.55095,33.08425,1.54238,46630.00405,953.3003,322.68256,0.09384
995,172,26.14965,27.14747,1.08589,16478.79591,1317.16707,635.56912,0.25589
996,172,32.46059,25.22544,1.79788,151430.49409,1072.33241,602.70522,0.06972
997,172,44.65589,25.23521,1.38757,54423.60339,1051.78525,410.65768,0.08192
998,172,55.23214,28.26471,1.23432,24092.25776,809.8301,119.61683,0.05115
999,173,15.57913,19.60267,1.66574,27407.06225,861.41077,114.76261,0.07684
1000,173,16.62222,46.77647,2.36934,26081.78053,791.2913,122.38447,0.16798
1001,173,22.93474,32.22992,1.12103,24949.93583,1103.5693,507.35802,0.145
1002,173,26.02577,27.33717,1.01964,19722.11793,1398.41786,627.49907,0.18795
1003,173,32.69826,25.12218,1.65024,147240.84539,1200.3427,616.36267,0.06203
1004,173,34.65459,11.32952,2.77169,19343.57583,766.08908,99.49159,0.26192
1005,173,44.72824,25.2995,1.36057,54021.12587,1058.15307,208.41129,0.04351
1006,173,51.92954,26.97922,2.10781,56398.56604,832.58511,261.74574,0.11796
1007,174,5.36991,14.64934,1.97277,17326.07914,724.57011,102.85816,0.15409
1008,174,14.51962,56.95612,4.42459,80068.0733,721.65155,123.34178,0.18987
1009,174,24.3719,32.14012,1.9686,69073.41078,1053.97876,351.32707,0.11001
1010,174,24.97605,29.29795,2.94314,94486.22092,774.48194,495.95854,0.24438
1011,174,30.58733,26.98228,2.52979,13454.18907,825.1075,132.46639,0.39352
1012,174,44.28979,25.36265,1.65335,44617.48589,943.15403,218.05987,0.0792
1013,174,52.09393,27.07369,1.94481,90243.95777,885.26385,357.7478,0.0837
1014,175,15.38706,19.50065,1.63871,12359.15219,769.27452,91.24886,0.13756
1015,175,15.31964,48.82464,1.31257,50335.76055,922.03447,173.29883,0.03739
1016,175,13.60494,56.78611,7.93998,385205.90651,253.76768,129.19215,0.13185
1017,175,24.65113,31.20745,1.93632,106017.05869,864.79765,540.30357,0.10366
1018,175,52.22894,27.05874,1.72303,93835.44336,951.88843,340.98011,0.06095
1019,176,15.8472,48.09583,1.93883,43427.1685,907.65569,177.88241,0.09302
1020,176,22.99678,33.93282,2.74467,223904.09294,708.91894,1136.67154,0.19911
1021,176,23.01931,33.8421,3.04834,256058.93878,729.17106,1124.21157,0.21202
1022,176,34.83479,12.39511,2.48019,57970.43504,861.67084,148.37008,0.09712
1023,176,41.8679,25.6167,1.30348,17898.4143,870.33009,109.18922,0.0707
1024,176,51.59857,26.8043,1.43185,81045.69874,912.01543,180.91603,0.02863
1025,177,15.952,19.47456,1.73428,13419.22274,777.46283,110.0597,0.16295
1026,177,15.10638,50.48867,2.56631,36223.71376,782.31125,158.41657,0.17481
1027,177,21.54919,35.26968,1.23531,21753.46182,1433.92648,825.89665,0.31763
1028,177,26.51546,32.48416,1.28408,48995.76014,1235.42272,505.63176,0.09525
1029,177,34.78817,13.06163,2.19157,49841.63082,1033.02792,151.4033,0.09009
1030,177,41.27691,25.18748,1.36459,121507.7639,1070.6311,201.27969,0.01928
1031,177,50.9623,26.38353,1.48519,40649.61082,876.09196,139.16918,0.04875
1032,178,6.90045,16.54541,1.66638,11626.12087,763.11011,109.73405,0.17355
1033,178,15.6925,19.41347,1.4933,12863.85635,813.24431,115.54825,0.13238
1034,178,20.27107,38.85125,1.45208,24469.31699,831.56858,154.58783,0.08381
1035,178,26.86739,32.31972,1.36653,19081.92531,843.14985,158.41705,0.09746
1036,178,35.00291,13.87364,1.67255,27846.79031,916.35971,123.80945,0.08086
1037,178,41.20793,25.25833,1.42401,94531.53805,986.49144,168.49601,0.02306
1038,178,51.08122,26.38238,1.44395,39575.79827,872.83407,139.99714,0.04768
1039,179,7.97797,17.2247,3.15192,20093.06847,727.86739,105.91699,0.34097
1040,179,17.10206,20.49501,2.25123,77122.85859,868.59435,260.95517,0.09801
1041,179,19.71502,39.62478,1.66673,86139.0807,988.30077,359.39774,0.06528
1042,179,22.50102,33.15346,1.20251,21972.04267,1045.51887,452.89954,0.16886
1043,179,34.96001,13.95861,2.02071,22592.14721,855.70361,117.51757,0.13754
1044,179,40.67202,25.54526,1.93193,75654.04979,888.69069,333.99189,0.0925
1045,179,50.86142,26.29936,1.42161,33073.31924,859.23624,109.07981,0.04556
1046,180,18.6277,21.32114,1.40835,17711.96441,856.10746,121.34594,0.08965
1047,180,19.56318,38.8768,2.19212,50320.06723,1022.44334,402.11637,0.21086
1048,180,20.54927,36.32219,1.42587,47603.38964,1286.51523,462.63946,0.11015
1049,180,26.38666,24.02698,1.25123,13689.05882,890.91323,122.44618,0.09317
1050,180,24.84754,33.07313,2.78663,67735.95283,770.31295,339.4799,0.21509
1051,180,38.2542,25.03123,1.35947,43526.59642,868.77684,144.39821,0.03976
1052,181,17.3004,43.55036,1.71474,31554.62474,898.56447,126.11708,0.07608
1053,181,20.89315,22.32726,1.37485,12513.31562,786.51002,118.31298,0.11841
1054,181,20.4097,36.43779,1.01909,9088.77371,914.94013,197.91271,0.14178
1055,181,27.06112,32.40692,1.25766,8094.11838,800.09882,107.90917,0.14345
1056,181,35.15142,12.66376,2.49195,20020.59623,840.26216,136.12796,0.26281
1057,181,36.33997,7.54319,2.91603,38527.77611,773.07294,121.60194,0.1705
1058,181,38.37154,25.01708,1.41582,45275.93518,832.3805,119.502,0.03567
1059,182,22.6684,34.12017,3.19475,63703.68415,700.41954,293.19999,0.26224
1060,182,26.55008,32.34418,1.37387,28432.37736,978.58213,268.65351,0.10435
1061,182,35.40645,10.11576,3.19145,18468.77308,746.58212,97.47877,0.35666
1062,182,35.17701,14.19853,1.46007,8130.84896,874.29984,98.04828,0.17621
1063,182,38.29046,24.99242,1.4057,45949.72909,852.78362,145.26796,0.04033
1064,183,26.8321,32.25001,1.37716,31888.18937,796.58576,124.00794,0.04902
1065,183,34.88181,8.69026,3.15391,26139.69265,685.38543,100.79997,0.25292
1066,183,38.30211,25.07708,1.33351,34023.31603,860.30088,130.53387,0.04508
1067,183,47.7176,26.16843,1.3901,12618.03381,812.11337,112.20367,0.11507
1068,184,11.51129,17.43884,1.64239,11843.81628,757.44399,98.39401,0.15244
1069,184,15.21664,49.64107,1.39726,18588.23367,799.98765,109.95983,0.07804
1070,184,22.42475,33.25197,1.27772,46057.61147,792.43693,130.36475,0.03099
1071,184,31.74518,18.42448,1.39969,28746.98832,882.09559,113.22786,0.05219
1072,184,36.92448,6.38252,3.03795,36640.76443,735.13976,119.59077,0.19173
1073,184,47.4332,25.96373,1.24368,34181.8492,788.55137,119.38734,0.03683
1074,185,11.49196,17.4103,1.58534,14853.86751,771.57844,101.80237,0.11679
1075,185,22.38205,33.21355,1.29154,53525.51467,816.99924,144.53634,0.02958
1076,185,33.8749,15.13767,3.40436,32233.65488,840.39988,170.48659,0.36483
1077,185,32.53485,27.6739,1.36221,29748.94709,903.82428,173.10099,0.06719
1078,185,35.02483,13.54656,1.25868,6163.67955,1029.02764,173.72382,0.27715
1079,185,36.28906,7.23578,4.12111,77343.63887,663.23947,119.3681,0.16637
1080,185,45.82255,25.47218,1.21853,13846.54449,824.72182,112.338,0.082
1081,185,52.97562,27.34053,1.13035,9638.68866,931.79346,227.71662,0.1831
1082,186,18.74606,39.48298,1.29786,32586.52573,1113.69056,455.32664,0.13234
1083,186,19.56117,21.82838,1.48439,20417.82752,841.81444,116.82504,0.08359
1084,186,22.42533,33.18425,1.21918,50494.0891,1072.30498,394.07351,0.06649
1085,186,35.13427,24.54889,1.52636,83153.06098,1046.17985,355.38426,0.05651
1086,186,37.25886,6.10146,2.96038,38822.22634,821.46962,129.79289,0.18362
1087,186,52.77154,27.31758,1.47771,32933.3619,802.37543,115.32081,0.0513
1088,187,18.10589,21.14578,2.35049,61556.59261,807.38235,206.4621,0.10872
1089,187,22.50378,32.98194,1.38319,57199.33493,998.19817,301.19484,0.05847
1090,187,31.5137,21.8845,4.22148,183361.06892,690.63331,572.77729,0.29535
1091,187,37.37464,24.70784,2.20212,198152.91122,1122.70232,1132.40842,0.14521
1092,187,52.74789,27.26697,1.39777,23757.37357,819.59066,112.51179,0.06244
1093,188,16.60334,20.34167,1.59567,34782.67479,948.47468,137.17639,0.06437
1094,188,24.58416,29.64336,1.31436,105012.92103,1114.0948,257.74976,0.02546
1095,188,31.25951,18.71081,1.33001,52064.56998,1399.72605,521.24455,0.09862
1096,188,39.08803,24.87674,1.9843,195184.88576,1050.56516,880.81841,0.09425
1097,189,16.36608,20.34699,1.58361,28608.23453,858.66942,118.00609,0.06834
1098,189,30.31461,19.31083,1.59254,46016.57206,1094.1992,321.05309,0.10067
1099,189,38.35756,25.00903,1.73923,86493.69176,967.13782,289.62661,0.05811
1100,189,50.28843,26.7095,1.38823,68795.66143,893.20599,197.87341,0.03412
1101,190,16.47248,20.32204,1.63921,38068.42433,881.02064,128.47808,0.05888
1102,190,30.96,18.77642,1.54388,68895.10348,1085.02524,225.50628,0.04652
1103,190,39.27634,25.14327,1.43833,54482.71387,990.85581,244.30101,0.05493
1104,190,49.47688,26.59695,1.24702,13543.22793,783.41771,108.98832,0.08551
1105,191,15.15232,51.30457,1.85337,40430.97615,886.09521,172.27169,0.08908
1106,191,16.49766,20.34651,1.52751,34049.34037,887.64309,132.09361,0.05871
1107,191,31.56145,18.46075,1.38462,63930.11797,1125.15802,178.24756,0.03347
1108,191,39.44703,25.21728,1.45514,50700.38033,933.22756,179.8205,0.04646
1109,191,57.84057,29.29154,1.59543,43837.90843,895.45364,254.70026,0.08618
1110,192,15.1033,51.67884,1.37393,53240.10509,1076.17981,165.77779,0.03719
1111,192,16.40318,20.35585,1.96904,11540.16618,741.05414,114.90978,0.25049
1112,192,21.59368,37.26232,1.72259,50491.28372,864.30112,195.00517,0.0689
1113,192,30.62614,30.0506,1.26356,27290.29483,923.05505,175.85388,0.06435
1114,192,31.72768,18.54411,1.09229,5257.44242,899.76745,207.05989,0.28926
1115,192,39.10589,25.08742,1.58898,70601.5734,964.31054,264.356,0.05509
1116,192,57.52128,29.63881,2.86459,83865.02871,738.81291,438.8938,0.2327
1117,193,7.76812,17.52129,1.40204,4661.76598,736.63224,90.38055,0.26667
1118,193,14.93312,52.04185,1.37738,27099.76995,799.26936,118.62042,0.05558
1119,193,21.22467,37.58728,1.6324,82923.84298,934.33853,225.98924,0.04319
1120,193,30.72833,29.9564,1.37226,27943.65965,971.12803,135.42124,0.05938
1121,193,31.28968,18.67058,1.56939,84418.80431,1294.04804,324.06984,0.05402
1122,193,39.62536,25.21521,1.39248,45479.02242,1254.99357,469.61503,0.11172
1123,193,44.77206,25.44476,1.26098,32181.74379,1197.29148,539.8902,0.14886
1124,193,51.48898,26.98857,1.11307,16573.12658,1060.96697,383.96079,0.16598
1125,194,7.71633,17.20796,1.7992,28442.42834,801.73669,96.48585,0.07536
1126,194,15.94977,46.75776,1.18802,8860.38762,773.21771,120.81935,0.12867
1127,194,21.0622,37.92821,2.27607,39943.45731,760.84079,204.9022,0.15591
1128,194,24.31743,30.28454,1.06399,12207.24655,988.47571,209.8541,0.12043
1129,194,31.85054,18.20458,2.18042,98543.27674,1097.24924,442.95365,0.11676
1130,194,32.06522,28.38961,1.38897,46181.07782,993.80593,158.43896,0.04206
1131,194,45.00994,25.5016,1.24613,43317.55759,884.18907,139.37996,0.03306
1132,194,55.57761,28.23712,1.2266,19092.04819,785.2024,100.99796,0.0559
1133,195,11.75816,17.52581,2.05527,31316.14743,814.49618,136.09084,0.11555
1134,195,15.9558,46.61558,1.20652,37206.97485,1307.30392,650.4772,0.14136
1135,195,19.68805,39.07122,1.844,139271.16332,1417.16397,813.957,0.10603
1136,195,32.14533,28.35614,1.26561,26142.70027,1004.46543,184.74063,0.07018
1137,195,34.98828,13.74634,1.51326,13920.667,1086.39717,154.49987,0.15861
1138,195,37.18105,6.41105,2.91946,46639.7282,806.89003,140.41378,0.15865
1139,195,43.77822,25.37414,1.31839,46434.63453,1119.01798,371.9282,0.07946
1140,195,53.44096,27.44636,1.17165,25603.83686,1002.40993,296.6406,0.09365
1141,196,12.14424,17.46724,1.80765,50646.45004,891.99041,125.76655,0.05274
1142,196,15.89295,46.78931,0.89688,5486.441,1091.86817,304.82494,0.2721
1143,196,14.99245,52.39964,2.05049,22761.53234,955.01571,190.71521,0.20921
1144,196,19.28491,39.59538,1.54959,87716.96059,1012.82752,194.46287,0.03262
1145,196,27.00424,23.83843,1.37732,10754.03206,838.11431,105.7842,0.1266
1146,196,37.03556,6.18843,2.77207,60572.26432,868.82352,148.40114,0.11564
1147,196,38.09045,24.93485,2.04033,102187.11859,954.58405,443.69567,0.09904
1148,196,42.29683,25.32781,2.49374,104977.90766,761.67599,601.89603,0.19044
1149,197,11.06481,17.39736,2.13661,44101.46852,856.62286,172.87808,0.10804
1150,197,18.53399,39.82999,1.56308,44700.83787,834.70629,129.74073,0.04631
1151,197,26.7341,23.88668,1.25,13068.8109,904.26261,177.11991,0.13158
1152,197,30.81765,29.76055,1.18203,13847.07461,989.99225,209.82642,0.12926
1153,197,36.85618,6.23401,3.08832,20765.5966,719.52355,110.72163,0.32807
1154,197,39.39616,25.15024,1.51741,63699.99432,1075.90698,307.07876,0.0638
1155,198,11.83259,17.37254,1.73368,30945.18804,820.48033,116.3662,0.0744
1156,198,14.70072,53.60299,1.30882,43941.40191,801.62261,107.65938,0.02941
1157,198,18.8212,39.53303,1.56171,54706.77356,1135.31869,382.43801,0.09574
1158,198,25.92581,27.45234,1.10934,16832.94754,1080.61396,445.97101,0.18662
1159,198,31.64734,29.13993,1.16047,33574.55966,1371.48448,689.16049,0.1538
1160,198,36.07063,24.66483,1.24496,38678.29181,1244.55307,662.50352,0.14684
1161,199,14.72931,53.6514,1.25763,43989.68137,785.35765,127.76672,0.03099
1162,199,22.28142,36.47598,1.33861,39527.8459,920.42925,184.44607,0.05179
1163,199,31.68516,29.13542,1.27155,19151.8314,959.47809,305.14275,0.14966
1164,199,36.0893,24.67825,1.21118,15890.00511,972.94352,325.43525,0.17433
1165,199,44.28538,25.40126,1.20476,23759.81426,902.97686,220.40274,0.08176
1166,199,51.20522,26.90102,1.21372,35485.66729,840.36904,154.61208,0.0415
1167,200,14.79226,53.89842,1.23195,18780.4504,1011.78122,359.19293,0.16677
1168,200,14.83868,55.48246,2.30859,48082.7322,717.70955,347.94393,0.21375
1169,200,17.17036,43.2004,2.02673,29311.88571,809.27764,134.92769,0.11924
1170,200,23.42437,23.05249,1.48022,32421.09796,802.98916,108.07171,0.04977
1171,200,39.11404,24.67446,1.22982,18881.00562,779.45239,92.86923,0.05342
1172,200,51.28149,26.93367,1.26985,35319.55075,784.56519,127.67502,0.03901
1173,201,14.91862,58.15919,1.232,35428.09993,824.11251,127.04598,0.03664
1174,201,15.35216,48.92443,1.29533,44097.16961,891.77085,145.30951,0.03605
1175,201,18.83155,40.544,1.34765,47893.59881,845.45283,134.63257,0.03374
1176,201,27.947,22.13108,1.34987,5063.71625,745.29251,110.50345,0.26627
1177,201,34.00549,25.51735,1.266,6074.02109,759.38344,106.79887,0.19161
1178,201,56.76342,28.79114,1.11681,10814.64238,762.36677,92.71486,0.07706
1179,202,15.41292,19.27455,1.68755,28121.63963,831.90118,122.09075,0.08058
1180,202,15.3523,48.85186,1.34737,49287.44452,1004.41689,160.97195,0.03776
1181,202,18.78294,40.6098,1.31026,49412.99748,923.79522,164.51556,0.03638
1182,202,25.98288,32.80614,1.138,7671.86899,947.26507,210.55686,0.21738
1183,202,28.20996,22.06034,1.20319,35906.22316,1123.18076,371.48307,0.08624
1184,202,34.15034,25.73824,1.14578,21062.06273,1085.42703,250.26758,0.09374
1185,202,34.1368,25.47289,1.21448,24207.20177,1105.95672,390.21281,0.13602
1186,202,52.68228,28.14247,2.64231,15723.29121,765.07922,131.2693,0.36434
1187,202,57.36505,30.56702,2.37072,76220.05911,759.50755,366.96855,0.14935
1188,203,15.41626,19.33031,1.55859,8471.91176,770.08936,105.6528,0.20294
1189,203,15.37963,48.90941,1.41261,57733.02045,955.56677,164.31706,0.03594
1190,203,25.75367,31.6855,3.27642,21208.33994,716.83472,112.24282,0.36494
1191,203,28.10311,22.7925,1.77318,69442.65907,1006.09999,343.07283,0.08738
1192,203,35.40479,24.42302,1.49565,74994.97996,1031.12303,294.30884,0.05082
1193,203,49.53162,26.53205,1.36239,55878.53487,891.35444,161.31635,0.03416
1194,204,15.34183,19.3331,1.61057,28856.10119,884.11058,118.0883,0.07002
1195,204,15.26278,49.95886,2.05244,103635.13427,945.20702,542.13635,0.11919
1196,204,27.67685,23.61935,1.86788,100431.47625,989.03455,471.71226,0.0898
1197,204,37.05565,24.67611,1.36378,67000.25261,980.05491,169.34518,0.02982
1198,204,49.31344,26.4509,1.19443,45272.0381,901.38171,147.44544,0.03061
1199,204,56.7144,28.74651,1.07572,21922.90628,990.12817,262.22139,0.08348
1200,205,15.09795,50.82852,2.42104,106048.01332,695.71323,609.34693,0.17994
1201,205,15.3408,19.47849,1.62199,11027.15254,790.92749,116.35142,0.18175
1202,205,15.09915,50.68475,2.39662,105000.35306,694.20642,608.0926,0.17779
1203,205,17.98658,40.84887,1.27035,5159.42883,806.49928,115.31663,0.2408
1204,205,25.84459,32.87508,1.33054,13259.63818,840.93124,126.18018,0.11054
1205,205,27.98772,23.07775,1.76086,83590.08884,917.26537,348.18848,0.07267
1206,205,36.96806,24.77438,1.3374,22156.1359,842.32708,122.11221,0.06554
1207,205,49.21836,26.33959,1.15991,8128.34008,780.14468,96.74396,0.11302
1208,205,60.58203,32.97327,1.58824,30633.20172,870.11848,191.11663,0.09506
1209,206,15.5452,48.62704,1.53008,60768.42812,987.19636,175.70396,0.04196
1210,206,25.85475,33.01299,1.33924,34240.3296,813.24072,114.30814,0.04081
1211,206,28.28388,21.93176,1.43093,5442.97345,741.21573,95.32884,0.24733
1212,206,36.72409,24.26853,1.86183,11056.93705,716.64423,100.15056,0.21077
1213,207,16.25746,51.67517,3.50269,57613.99807,705.65539,123.75022,0.16636
1214,207,15.96521,48.96963,3.13768,79221.62534,697.34406,147.48435,0.11246
1215,207,28.51944,31.53197,1.43853,18486.97652,759.56132,104.7639,0.07992
1216,208,16.42162,46.79014,2.66019,60197.31846,826.82035,174.50652,0.12277
1217,208,23.87653,30.33892,1.235,13885.05158,749.73753,89.60389,0.07087
1218,209,7.09539,16.48109,2.06492,30297.9816,836.0114,145.90941,0.1275
1219,209,16.83871,45.37271,2.29807,37818.62853,867.71764,127.48337,0.11306
1220,209,22.33594,36.38416,1.13882,7384.41444,943.8233,235.89312,0.24979
1221,209,24.07536,30.38784,1.17877,47572.25191,1025.98465,260.51638,0.04567
1222,209,34.74831,11.50113,2.26593,37118.82791,856.52029,139.3743,0.12036
1223,209,44.28115,25.22008,1.23474,16006.22498,774.75935,92.93605,0.06327
1224,209,55.71289,29.0527,1.55601,13125.4023,746.65074,113.22719,0.13819
1225,210,8.04256,16.76264,2.53702,73064.22571,899.96969,239.01148,0.12097
1226,210,14.81887,54.47044,1.26215,30917.45948,806.11451,130.33241,0.04463
1227,210,22.34271,36.52408,1.05213,13810.53005,1119.61944,568.04078,0.25869
1228,210,26.81406,25.65041,1.11883,16108.10156,912.69991,170.60464,0.0842
1229,210,26.29861,32.54204,1.16306,25122.69648,1079.86365,375.61387,0.11665
1230,210,34.77838,10.93191,2.6068,50243.45445,920.26203,155.40859,0.12817
1231,210,46.61869,25.67298,1.25485,35200.40807,827.19595,124.27552,0.03751
1232,210,55.7603,29.08748,1.38076,31132.38253,910.45103,187.22553,0.07038
1233,211,12.46654,18.00772,2.60304,47757.82006,828.31371,208.76942,0.17263
1234,211,14.86146,54.47382,1.24244,43004.83982,772.91986,120.09506,0.02957
1235,211,22.35777,36.49522,1.3337,18080.59966,902.17827,165.38409,0.10174
1236,211,27.06617,25.00507,1.63509,59888.14762,1265.93655,415.23929,0.10313
1237,211,30.05339,19.56293,1.20774,27517.45477,1381.41078,650.90232,0.19153
1238,211,33.85626,13.7291,4.55661,60540.53952,672.26123,133.47833,0.28324
1239,211,45.15317,25.58536,2.13232,125889.98593,1121.17871,790.15484,0.15143
1240,211,55.58429,29.10177,1.19687,23461.2032,1148.76758,391.96783,0.13708
1241,212,8.00585,17.37807,1.81593,24744.15656,817.8504,114.0164,0.09982
1242,212,14.79231,54.49245,1.25221,35440.09676,783.99648,117.10407,0.03549
1243,212,22.32329,36.51409,1.24465,36515.21009,1164.65169,559.42392,0.13239
1244,212,24.02628,30.38169,1.14047,44300.42397,1334.74207,518.52368,0.08622
1245,212,25.5006,23.49827,1.38368,49292.98276,1617.60968,644.61811,0.13733
1246,212,30.12909,19.51458,1.06475,22102.89805,1626.45154,798.57871,0.22893
1247,212,34.41651,12.02285,3.05547,31992.94511,755.91458,127.83311,0.23403
1248,212,36.46645,24.50992,1.12859,17843.68346,1115.27873,307.83636,0.12931
1249,212,45.30815,25.46801,1.39382,79405.15426,1166.53228,492.54378,0.06717
1250,213,8.07607,17.22472,1.91127,34691.79527,832.29198,119.64178,0.08192
1251,213,24.18955,30.28672,1.15111,34080.16086,1088.41474,456.66266,0.10117
1252,213,25.51586,23.73222,1.52317,82675.35577,1046.77716,247.20769,0.04101
1253,213,36.37977,24.53191,1.26654,49252.97635,898.87858,139.85087,0.03015
1254,214,8.04427,17.26239,1.58286,24381.01252,925.47158,125.458,0.08384
1255,214,17.23124,20.9,1.60803,22224.03164,901.84564,133.79901,0.09965
1256,214,17.24865,45.4785,2.45269,21130.23187,749.35933,98.58258,0.18738
1257,214,24.40387,33.93552,1.18635,7370.02834,815.82634,106.13912,0.13929
1258,214,26.92487,24.57701,1.39983,54132.35599,952.5767,153.13132,0.03556
1259,214,36.34938,24.58781,1.24768,52005.23916,871.17053,135.0986,0.0271
1260,215,8.08806,17.38569,1.71365,25491.43737,933.73112,135.38348,0.09924
1261,215,16.55725,45.10787,2.159,14704.153,750.00256,94.72451,0.20312
1262,215,17.24394,20.84369,1.58281,37799.45148,949.03346,125.03467,0.05431
1263,215,24.68046,33.24759,2.08805,9078.68823,774.17504,115.32754,0.35774
1264,215,27.28523,24.9872,1.25709,47087.43483,1022.83283,183.08953,0.03853
1265,215,33.02931,17.79756,1.40321,21427.54577,1041.13447,181.63702,0.10242
1266,215,35.10659,24.71841,1.46021,44098.79893,994.72156,209.05621,0.06092
1267,215,36.40135,6.98645,3.21046,42216.07975,743.34636,117.26879,0.18286
1268,216,17.90762,41.33059,1.66196,14319.67021,781.42738,103.95996,0.13471
1269,216,22.02481,22.85224,2.44578,65257.78922,935.07904,376.15841,0.18966
1270,216,26.11703,29.70058,3.23173,33161.10963,773.07764,168.63944,0.317
1271,216,27.36592,24.48092,1.31535,64824.02474,1252.61693,368.31203,0.05629
1272,216,32.99153,17.7758,1.51146,31201.38728,1027.15198,279.55491,0.11832
1273,216,42.7516,24.94964,1.2416,49918.89502,859.78338,130.69856,0.02725
1274,217,21.79185,22.74569,1.35629,25104.58388,1157.68635,599.39065,0.24195
1275,217,27.21091,25.13804,1.24379,42882.9528,1215.20873,418.60315,0.08588
1276,217,27.46097,31.75355,1.7186,88351.9668,1148.16341,501.56989,0.09192
1277,217,42.68675,24.94899,1.20643,52023.83165,869.59937,132.39082,0.0251
1278,218,16.07013,45.95499,1.35936,13095.31831,728.28162,87.63215,0.0884
1279,218,21.48844,22.44706,1.56511,30404.00696,961.64533,342.92503,0.15621
1280,218,28.01022,24.66971,1.5183,80432.15336,1166.33777,354.89612,0.05774
1281,218,28.15688,27.69731,3.38186,45784.11511,792.2685,152.32087,0.23092
1282,218,34.71125,24.81832,1.21602,25062.15429,1378.29087,638.72308,0.2092
1283,218,42.41047,24.96171,1.35472,57210.06068,980.79565,297.09674,0.05551
1284,219,16.48885,45.49916,1.74544,79310.29644,1134.86585,402.05091,0.08587
1285,219,21.42929,22.52714,1.43585,27790.32531,992.64776,320.73207,0.1362
1286,219,27.63812,24.9214,1.27847,50070.54731,1330.19304,524.63115,0.0957
