0	130.4511
0.2747	129.6431
0.5494	128.8296
0.8241	128.3092
1.0988	127.9151
1.3735	127.6363
1.6482	127.4034
1.9229	127.2062
2.1976	127.0181
2.4723	126.8713
2.747	126.746
3.0217	126.6085
3.2964	126.4946
3.5711	126.4077
3.8458	126.328
4.1205	126.2198
4.3952	126.1431
4.6699	126.0663
4.9446	125.9894
5.2193	125.9428
5.494	125.8674
5.7687	125.8021
6.0434	125.7512
6.3181	125.6882
6.5928	125.6542
6.8675	125.5908
7.1422	125.5437
7.4169	125.4987
7.6916	125.4506
7.9663	125.4077
8.241	125.3615
8.5157	125.3309
8.7904	125.3001
9.0651	125.2511
9.3398	125.2199
9.6145	125.1747
9.8892	125.1321
10.1639	125.094
10.4386	125.0573
10.7133	125.0179
10.988	124.9877
11.2627	124.9515
11.5374	124.9279
11.8121	124.8786
12.0868	124.8547
12.3615	124.8139
12.6362	124.7863
12.9109	124.7687
13.1856	124.7312
13.4603	124.6984
13.735	124.6742
14.0097	124.6564
14.2844	124.6112
14.5591	124.5946
14.8338	124.5607
15.1085	124.5393
15.3832	124.4875
15.6579	124.4637
15.9326	124.441
16.2073	124.4346
16.482	124.4004
16.7567	124.377
17.0314	124.3373
17.3061	124.3258
17.5808	124.2788
17.8555	124.2716
18.1302	124.2361
18.4049	124.2121
18.6796	124.1939
18.9543	124.1746
19.229	124.15
19.5037	124.1246
19.7784	124.0964
20.0531	124.0574
20.3278	124.0469
20.6025	124.0103
20.8772	123.9958
21.1519	123.9728
21.4266	123.9471
21.7013	123.9127
21.976	123.9022
22.2507	123.8852
22.5254	123.8503
22.8001	123.8384
23.0748	123.8068
23.3495	123.789
23.6242	123.756
23.8989	123.737
24.1736	123.726
24.4483	123.6995
24.723	123.6695
24.9977	123.6475
25.2724	123.6145
25.5471	123.5921
25.8218	123.586
26.0965	123.5545
26.3712	123.5253
26.6459	123.5115
26.9206	123.4735
27.1953	123.4547
27.47	123.4393
27.7447	123.4102
28.0194	123.4103
28.2941	123.3791
28.5688	123.3475
28.8435	123.3116
29.1182	123.3011
29.3929	123.2793
29.6676	123.2411
29.9423	123.2248
30.217	123.1982
30.4917	123.1973
30.7664	123.1766
31.0411	123.1458
31.3158	123.1328
31.5905	123.094
