0	260.2279
0.2747	236.9304
0.5494	234.7859
0.8241	233.403
1.0988	232.3937
1.3735	231.5576
1.6482	230.8664
1.9229	230.1785
2.1976	229.6595
2.4723	229.138
2.747	228.7115
3.0217	228.262
3.2964	227.8857
3.5711	227.5296
3.8458	227.186
4.1205	226.8195
4.3952	226.5645
4.6699	226.2927
4.9446	225.9823
5.2193	225.749
5.494	225.5226
5.7687	225.2655
6.0434	225.0033
6.3181	224.7989
6.5928	224.6622
6.8675	224.4628
7.1422	224.2301
7.4169	224.0438
7.6916	223.9014
7.9663	223.7188
8.241	223.5738
8.5157	223.4622
8.7904	223.2595
9.0651	223.1236
9.3398	222.9672
9.6145	222.8049
9.8892	222.6905
10.1639	222.5495
10.4386	222.4293
10.7133	222.3057
10.988	222.2003
11.2627	222.1265
11.5374	221.9954
11.8121	221.8621
12.0868	221.7892
12.3615	221.7223
12.6362	221.5544
12.9109	221.4391
13.1856	221.3596
13.4603	221.288
13.735	221.2128
14.0097	221.0647
14.2844	221.0347
14.5591	220.9269
14.8338	220.8551
15.1085	220.7757
15.3832	220.7213
15.6579	220.6461
15.9326	220.5253
16.2073	220.4586
16.482	220.3566
16.7567	220.311
17.0314	220.1973
17.3061	220.1062
17.5808	220.0264
17.8555	219.9942
18.1302	219.8504
18.4049	219.7939
18.6796	219.7163
18.9543	219.6769
19.229	219.636
19.5037	219.5492
19.7784	219.5162
20.0531	219.4348
20.3278	219.3854
20.6025	219.3348
20.8772	219.2668
21.1519	219.2107
21.4266	219.152
21.7013	219.072
21.976	219.0155
22.2507	218.9638
22.5254	218.9737
22.8001	218.8676
23.0748	218.7762
23.3495	218.7135
23.6242	218.6446
23.8989	218.6115
24.1736	218.5232
24.4483	218.4691
24.723	218.453
24.9977	218.3914
25.2724	218.3233
25.5471	218.2885
25.8218	218.2348
26.0965	218.1458
26.3712	218.0868
26.6459	218.0504
26.9206	218.0105
27.1953	218.0017
27.47	217.9369
27.7447	217.8325
28.0194	217.7899
28.2941	217.7565
28.5688	217.677
28.8435	217.6806
29.1182	217.5914
29.3929	217.5701
29.6676	217.5466
29.9423	217.4854
30.217	217.4479
30.4917	217.4239
30.7664	217.288
31.0411	217.274
31.3158	217.1704
31.5905	217.1256
31.8652	217.0122
32.1399	217.0172
32.4146	217.0009
32.6893	216.9531
32.964	216.9032
33.2387	216.8535
33.5134	216.7891
33.7881	216.7377
34.0628	216.672
34.3375	216.6348
34.6122	216.6022
34.8869	216.5586
35.1616	216.474
